entry.id,jurisdiction,intervention.category,intervention.type,primary.source.news.release.or.specific.resource,secondary.source,action,level,indigenous.population.group,date.announced,date.implemented,intervention.who,intervention.what,effective.until
ON353,Ont.,Distancing,Distancing — gatherings,https://news.ontario.ca/en/release/59305/ontario-taking-further-action-to-stop-the-spread-of-covid-27,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-20,2020-11-23,Office of the Premier,"The regions of Huron Perth Public Health, Simcoe Muskoka District Health Unit, Southwestern Public Health and Windsor-Essex County Health Unit moved to orange–restrict level; limited gatherings for functions, parties, dinners, barbeques or wedding receptions held in private residences, backyards or parks to 10 people indoors and 25 people outdoors; limited gatherings for organized public events and gatherings in staffed businesses and facilities to 50 people indoors and 100 people outdoors; limited gatherings for religious services, rites or ceremonies to 30% capacity of the room indoors and 100 people outdoors; limited gatherings for meeting and event spaces to a maximum of 50 people indoors per facility with a requirement to collect contact information for all seated patrons",
ON354,Ont.,Closures,Closures — non-essential services,https://news.ontario.ca/en/release/59305/ontario-taking-further-action-to-stop-the-spread-of-covid-28,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-20,2020-11-23,Office of the Premier,"The regions of Chatham-Kent Public Health, Eastern Ontario Health Unit, Grey Bruce Health Unit, Kingston, Frontenac and Lennox & Addington Public Health, Peterborough Public Health and Thunder Bay District Health Unit moved to yellow–protect level: permitted service in restaurants, bars and other food and drink establishments (6 per table) with a requirement to collect contact information for all seated patrons; permitted all personal care services with a requirement to collect contact information from all patrons; in-person retail shopping permitted with restrictions (e.g., music volume limited, malls require safety plan)",
ON355,Ont.,Closures,Closures — recreation,https://news.ontario.ca/en/release/59305/ontario-taking-further-action-to-stop-the-spread-of-covid-29,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-20,2020-11-23,Office of the Premier,"The regions of Chatham-Kent Public Health, Eastern Ontario Health Unit, Grey Bruce Health Unit, Kingston, Frontenac and Lennox & Addington Public Health, Peterborough Public Health and Thunder Bay District Health Unit moved to yellow–protect level: permitted gyms and fitness studios to be open with a maximum of 10 people per room indoors (or 50 people indoors in areas with weights or exercise equipment) and 25 people outdoors in classes, with a requirement to collect contact information for all members of the public who enter these facilities; limited casinos, bingo halls and gaming establishments to a maximum of 50 people with a requirement to collect contact information from all patrons; limited cinemas and performing arts facilities to a maximum of 50 people indoors or 100 outdoors with a requirement to collect contact information from all patrons",
ON356,Ont.,Distancing,Distancing — gatherings,https://news.ontario.ca/en/release/59305/ontario-taking-further-action-to-stop-the-spread-of-covid-30,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-20,2020-11-23,Office of the Premier,"The regions of Chatham-Kent Public Health, Eastern Ontario Health Unit, Grey Bruce Health Unit, Kingston, Frontenac and Lennox & Addington Public Health, Peterborough Public Health and Thunder Bay District Health Unit moved to yellow–protect level: limited gatherings for functions, parties, dinners, barbeques or wedding receptions held in private residences, backyards or parks to 10 people indoors and 25 people outdoors; limited gatherings for organized public events and gatherings in staffed businesses and facilities to 50 people indoors and 100 people outdoors; limited gatherings for religious services, rites or ceremonies to 30% capacity of the room indoors and 100 people outdoors; limited gatherings for meeting and event spaces to a maximum of 50 people indoors and 100 people outdoors with a requirement to collect contact information for all seated patrons",
ON357,Ont.,Case management,Case management — test criteria,https://news.ontario.ca/en/release/59305/ontario-taking-further-action-to-stop-the-spread-of-covid-19,Not applicable,Not applicable,Regional,FALSE,2020-11-20,2020-11-23,Office of the Premier,"Increased frequency of COVID-19 testing from biweekly to weekly for staff, essential caregivers and support workers in long-term care homes that are in public health units in the orange–restrict level or higher",
ON358,Ont.,Case management,Case management — other,https://news.ontario.ca/en/release/59330/ontario-deploys-rapid-testing-to-support-covid-19-response,Not applicable,Not applicable,Provincial/territorial,FALSE,2020-11-24,2020-11-24,Office of the Premier,"Deployed 98,000 new ID NOW COVID-19 rapid tests that are initially being used in hospitals and assessment centres in rural and remote communities, as well as to test people as part of early outbreak investigations in hotspot regions; also received 1.2 million Panbio rapid antigen tests that will support a screening program for long-term care homes and other workplaces",
ON359,Ont.,Distancing,Distancing — other,https://news.ontario.ca/en/release/59338/celebrate-the-holiday-season-safely,Not applicable,Not applicable,Provincial/territorial,FALSE,2020-11-25,2020-11-25,Office of the Premier,Released preliminary safety guidelines for holiday celebrations; only celebrating within the household and virtually with everyone else,
ON360,Ont.,Case management,Case management — test criteria,https://news.ontario.ca/en/release/59365/ontario-providing-additional-funding-to-enhance-safety-and-protection-in-schools,Not applicable,Not applicable,Regional,FALSE,2020-11-26,2020-11-26,Office of the Premier,Launched a targeted voluntary testing of asymptomatic students and staff in regions of the province that currently have a high number of active COVID-19 cases,
ON361,Ont.,Closures,Closures — non-essential services,https://news.ontario.ca/en/release/59362/ontario-cancelling-road-tests-for-regions-in-grey-lockdown-level,Not applicable,Tightening,Regional,FALSE,2020-11-26,2020-11-23,Ministry of Transportation,The regions of Toronto and Peel Public Health moved to grey–lockdown level; cancelled all in-vehicle road tests in regions,
ON362,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59388/ontario-moving-regions-to-new-levels-in-covid-19-response-framework,Not applicable,Tightening,Regional,FALSE,2020-11-27,2020-11-28,Office of the Premier,Windsor-Essex County Health Unit moved to the red–control level of the Keeping Ontario Safe and Open Framework,
ON363,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59388/ontario-moving-regions-to-new-levels-in-covid-19-response-framework,Not applicable,Tightening,Regional,FALSE,2020-11-27,2020-11-28,Office of the Premier,Haldimand-Norfolk Health Unit moved to the orange–restrict level of the Keeping Ontario Safe and Open Framework,
ON364,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59388/ontario-moving-regions-to-new-levels-in-covid-19-response-framework,Not applicable,Tightening,Regional,FALSE,2020-11-27,2020-11-28,Office of the Premier,"Hastings Prince Edward Public Health, Lambton Public Health and Northwestern Health Unit moved to the yellow–protect level of the Keeping Ontario Safe and Open Framework",
ON365,Ont.,Closures,Closures — non-essential services,https://news.ontario.ca/en/release/59388/ontario-moving-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-27,2020-11-28,Office of the Premier,"The region of Windsor-Essex County Health Unit moved to red–control level: limited indoor seating of food and drink service in restaurants, bars and other food and drink establishments, including nightclubs and food court areas in malls to 10 people (4 per table), with a requirement to collect contact information for all seated patrons; establishments must be closed from 10 p.m. to 5 a.m.; liquor sold or served only between 9 a.m. and 9 p.m.; permitted personal care services except those where face coverings must be removed for the service, with a requirement to collect contact information from all patrons; in-person retail shopping permitted with restrictions (e.g., music volume limited, malls require safety plan)",
ON366,Ont.,Closures,Closures — recreation,https://news.ontario.ca/en/release/59388/ontario-moving-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-27,2020-11-28,Office of the Premier,"The region of Windsor-Essex County Health Unit moved to red–control level; permitted gyms and fitness studios to open with a maximum of 10 people indoors or 25 people outdoors in classes and a requirement to collect contact information for all members of the public who enter these facilities; team sports are limited to training sessions (no games or scrimmages); limited casinos, bingo halls and gaming establishments to a maximum of 10 people indoors or 25 people outdoors with a requirement to collect contact information from all patrons; closed indoor cinemas and prohibited spectators at performing arts centres and venues; drive-in cinemas and performances remain permitted",
ON367,Ont.,Distancing,Distancing — gatherings,https://news.ontario.ca/en/release/59388/ontario-moving-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-27,2020-11-28,Office of the Premier,"The region of Windsor-Essex County Health Unit moved to red–control level; limited all social gatherings and organized public events to a maximum of 5 people indoors and 25 people outdoors; limited gatherings for religious services, rites or ceremonies to 30% capacity of the room indoors and 100 people outdoors; limited gatherings for meeting and event space to 10 people indoors and 25 people outdoors with a requirement to collect contact information for all seated patrons",
ON368,Ont.,Closures,Closures — non-essential services,https://news.ontario.ca/en/release/59388/ontario-moving-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-27,2020-11-28,Office of the Premier,"The region of Haldimand-Norfolk Health Unit moved to orange–restrict level; limited indoor seating of food and drink service in restaurants, bars and other food and drink establishments to 50 people (4 per table), with a requirement to collect contact information for all seated patrons; establishments must be closed from 10 p.m. to 5 a.m.; liquor sold or served only between 9 a.m. and 9 p.m.; permitted personal care services except those where face coverings must be removed for the service, with a requirement to collect contact information from all patrons; in-person retail shopping permitted with restrictions (e.g., music volume limited, malls require safety plan)",
ON369,Ont.,Closures,Closures — recreation,https://news.ontario.ca/en/release/59388/ontario-moving-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-27,2020-11-28,Office of the Premier,"The region of Haldimand-Norfolk Health Unit moved to orange–restrict level; permitted gyms and fitness studios to be open with a maximum of 10 people per room indoors and 25 people outdoors in fitness or exercise classes, with a requirement to collect contact information for all members of the public who enter these facilities; limited casinos, bingo halls, gaming establishments and cinemas to a maximum of 50 people indoors with a requirement to collect contact information from all patrons; limited number of spectators at performing arts facilities to 50 indoors and 100 outdoors with a requirement to collect contact information from all patrons",
ON370,Ont.,Distancing,Distancing — gatherings,https://news.ontario.ca/en/release/59388/ontario-moving-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-27,2020-11-28,Office of the Premier,"The region of Haldimand-Norfolk Health Unit moved to orange–restrict level; limited gatherings for functions, parties, dinners, barbeques or wedding receptions held in private residences, backyards or parks to 10 people indoors and 25 people outdoors; limited gatherings for organized public events and gatherings in staffed businesses and facilities to 50 people indoors and 100 people outdoors; limited gatherings for religious services, rites or ceremonies to 30% capacity of the room indoors and 100 people outdoors; limited gatherings for meeting and event spaces to a maximum of 50 people indoors per facility with a requirement to collect contact information for all seated patrons",
ON371,Ont.,Closures,Closures — non-essential services,https://news.ontario.ca/en/release/59388/ontario-moving-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-27,2020-11-28,Office of the Premier,"The regions of Hastings Prince Edward Public Health, Lambton Public Health and Northwestern Health Unit moved to yellow–protect level; permitted service in restaurants, bars and other food and drink establishments (6 per table) with a requirement to collect contact information for all seated patrons; permitted all personal care services with a requirement to collect contact information from all patrons; in-person retail shopping permitted with restrictions (e.g., music volume limited, malls require safety plan)",
ON372,Ont.,Closures,Closures — recreation,https://news.ontario.ca/en/release/59388/ontario-moving-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-27,2020-11-28,Office of the Premier,"The regions of Hastings Prince Edward Public Health, Lambton Public Health and Northwestern Health Unit moved to yellow–protect level; permitted gyms and fitness studios to be open with a maximum of 10 people per room indoors (or 50 people indoors in areas with weights or exercise equipment) and 25 people outdoors in classes, with a requirement to collect contact information for all members of the public who enter these facilities; limited casinos, bingo halls and gaming establishments to a maximum of 50 people with a requirement to collect contact information from all patrons; limited cinemas and performing arts facilities to a maximum of 50 people indoors or 100 outdoors with a requirement to collect contact information from all patrons",
ON373,Ont.,Distancing,Distancing — gatherings,https://news.ontario.ca/en/release/59388/ontario-moving-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-11-27,2020-11-28,Office of the Premier,"The regions of Hastings Prince Edward Public Health, Lambton Public Health and Northwestern Health Unit moved to yellow–protect level; limited gatherings for functions, parties, dinners, barbeques or wedding receptions held in private residences, backyards or parks to 10 people indoors and 25 people outdoors; limited gatherings for organized public events and gatherings in staffed businesses and facilities to 50 people indoors and 100 people outdoors; limited gatherings for religious services, rites or ceremonies to 30% capacity of the room indoors and 100 people outdoors; limited gatherings for meeting and event spaces to a maximum of 50 people indoors and 100 people outdoors with a requirement to collect contact information for all seated patrons",
ON374,Ont.,Health services,Health services — equipment,https://news.ontario.ca/en/release/59422/ontario-supports-local-manufacturers-producing-masks-for-adults-and-children,Not applicable,Not applicable,Provincial/territorial,FALSE,2020-12-01,2020-12-01,Office of the Premier,"Invested $450,000 through the Ontario Together Fund in Viva Healthcare Packaging to make 3-ply, disposable surgical masks in regular and children sizes; invested $100,000 in Ckdpack Packaging to purchase cutting, fabric welding and sewing equipment to expand production of surgical masks and disposable gowns",
ON375,Ont.,Health services,Health services — other,https://news.ontario.ca/en/release/59437/ontario-expanding-innovative-home-and-community-care-services,Not applicable,Not applicable,Provincial/territorial,FALSE,2020-12-02,2020-12-02,Office of the Premier,"Introduced the High Intensity Supports at Home program to help patients with high care needs transition from a hospital back to their home or community setting with the right supports; this will increase capacity in hospitals, provide approximately 484,000 nursing and therapy visits and approximately 1.4 million personal support worker hours",
ON377,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59489/ontario-moving-three-regions-to-new-levels-in-covid-19-response-framework,Not applicable,Tightening,Regional,FALSE,2020-12-04,2020-12-07,Office of the Premier,Middlesex-London Health Unit and Thunder Bay District Health Unit moved to the orange–restrict level of the Keeping Ontario Safe and Open Framework,
ON378,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59489/ontario-moving-three-regions-to-new-levels-in-covid-19-response-framework,Not applicable,Tightening,Regional,FALSE,2020-12-04,2020-12-07,Office of the Premier,"Haliburton, Kawartha, Pine Ridge District Health Unit moved to the yellow–protect level of the Keeping Ontario Safe and Open Framework",
ON379,Ont.,Closures,Closures — non-essential services,https://news.ontario.ca/en/release/59489/ontario-moving-three-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-04,2020-12-07,Office of the Premier,"The regions of Middlesex-London Health Unit and Thunder Bay District Health Unit moved to orange–restrict level: limited indoor seating of food and drink service in restaurants, bars and other food and drink establishments to 50 people (4 per table), with a requirement to collect contact information for all seated patrons; establishments must be closed from 10 p.m. to 5 a.m.; liquor sold or served only between 9 a.m. and 9 p.m.; permitted personal care services except those where face coverings must be removed for the service, with a requirement to collect contact information from all patrons; in-person retail shopping permitted with restrictions (e.g., music volume limited, malls require safety plan)",
ON380,Ont.,Closures,Closures — recreation,https://news.ontario.ca/en/release/59489/ontario-moving-three-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-04,2020-12-07,Office of the Premier,"The regions of Middlesex-London Health Unit and Thunder Bay District Health Unit moved to orange–restrict level: permitted gyms and fitness studios to be open with a maximum of 10 people per room indoors and 25 people outdoors in fitness or exercise classes, with a requirement to collect contact information for all members of the public who enter these facilities; limited casinos, bingo halls, gaming establishments and cinemas to a maximum of 50 people indoors with a requirement to collect contact information from all patrons; limited number of spectators at performing arts facilities to 50 indoors and 100 outdoors with a requirement to collect contact information from all patrons",
ON381,Ont.,Distancing,Distancing — gatherings,https://news.ontario.ca/en/release/59489/ontario-moving-three-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-04,2020-12-07,Office of the Premier,"The regions of Middlesex-London Health Unit and Thunder Bay District Health Unit moved to orange–restrict level: limited gatherings for functions, parties, dinners, barbeques or wedding receptions held in private residences, backyards or parks to 10 people indoors and 25 people outdoors; limited gatherings for organized public events and gatherings in staffed businesses and facilities to 50 people indoors and 100 people outdoors; limited gatherings for religious services, rites or ceremonies to 30% capacity of the room indoors and 100 people outdoors; limited gatherings for meeting and event spaces to a maximum of 50 people indoors per facility with a requirement to collect contact information for all seated patrons",
ON382,Ont.,Closures,Closures — non-essential services,https://news.ontario.ca/en/release/59489/ontario-moving-three-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-04,2020-12-07,Office of the Premier,"The region of Haliburton, Kawartha, Pine Ridge District Health Unit moved to yellow–protect level: permitted service in restaurants, bars and other food and drink establishments (6 per table) with a requirement to collect contact information for all seated patrons; permitted all personal care services with a requirement to collect contact information from all patrons; in-person retail shopping permitted with restrictions (e.g., music volume limited, malls require safety plan)",
ON383,Ont.,Closures,Closures — recreation,https://news.ontario.ca/en/release/59489/ontario-moving-three-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-04,2020-12-07,Office of the Premier,"The region of Haliburton, Kawartha, Pine Ridge District Health Unit moved to yellow–protect level: permitted gyms and fitness studios to be open with a maximum of 10 people per room indoors (or 50 people indoors in areas with weights or exercise equipment) and 25 people outdoors in classes, with a requirement to collect contact information for all members of the public who enter these facilities; limited casinos, bingo halls and gaming establishments to a maximum of 50 people with a requirement to collect contact information from all patrons; limited cinemas and performing arts facilities to a maximum of 50 people indoors or 100 outdoors with a requirement to collect contact information from all patrons",
ON384,Ont.,Distancing,Distancing — gatherings,https://news.ontario.ca/en/release/59489/ontario-moving-three-regions-to-new-levels-in-covid-19-response-framework,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-04,2020-12-07,Office of the Premier,"The region of Haliburton, Kawartha, Pine Ridge District Health Unit moved to yellow–protect level: limited gatherings for functions, parties, dinners, barbeques or wedding receptions held in private residences, backyards or parks to 10 people indoors and 25 people outdoors; limited gatherings for organized public events and gatherings in staffed businesses and facilities to 50 people indoors and 100 people outdoors; limited gatherings for religious services, rites or ceremonies to 30% capacity of the room indoors and 100 people outdoors; limited gatherings for meeting and event spaces to a maximum of 50 people indoors and 100 people outdoors with a requirement to collect contact information for all seated patrons",
ON385,Ont.,Vaccine,Vaccine — population to be vaccinated,https://news.ontario.ca/en/release/59508/ontario-identifies-key-groups-for-distribution-of-initial-covid-19-vaccines,https://news.ontario.ca/en/release/59607/ontario-begins-rollout-of-covid-19-vaccine ,Not applicable,Provincial/territorial,TRUE,2020-12-07,2020-12-15,Office of the Premier,"Announced the first phase of vaccination will target 1) residents, staff, essential caregivers and other employees of congregate living settings (e.g., long-term care homes and retirement homes) that provide care for seniors as they are at higher risk of infection and serious illness from COVID-19; 2) health care workers, including hospital employees, other staff who work or study in hospitals and other health care personnel; 3) adults in Indigenous communities, including remote communities where risk of transmission is high; and 4) adult recipients of chronic home health care; Ontario will also be prioritizing the rollout of the vaccine in regions with the highest rates of COVID-19 infection, including those in the red–control and lockdown zones; the immunization program will focus on health care workers and the most vulnerable populations in those regions",
ON386,Ont.,Health services,Health services — equipment,https://news.ontario.ca/en/release/59531/province-expanding-homegrown-capacity-with-made-in-ontario-respirators-and-masks,Not applicable,Not applicable,Provincial/territorial,FALSE,2020-12-09,2020-12-09,"Economic Development, Job Creation and Trade","Invested $1.8 million in O2 Canada to design double-filtered, soft-sealed and reusable respirators that will help health care and front-line workers fight COVID-19 by filtering particulates, bacteria and viruses; invested $1.475 million in RONCO to manufacture 3 million masks and 260,000 respirators, monthly",
ON388,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,Windsor-Essex County Health Unit and York Region Public Health moved to the grey–lockdown level of the Keeping Ontario Safe and Open Framework,
ON389,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"Middlesex-London Health Unit, Simcoe Muskoka District Health Unit and Wellington-Dufferin-Guelph Public Health moved to the red–control level of the Keeping Ontario Safe and Open Framework",
ON390,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,Eastern Ontario Health Unit moved to the orange–restrict level of the Keeping Ontario Safe and Open Framework,
ON391,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"Leeds, Grenville and Lanark District Health Unit moved to the yellow–protect level of the Keeping Ontario Safe and Open Framework",
ON392,Ont.,Closures,Closures — non-essential services,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"The regions of Windsor-Essex County Health Unit and York Region Public Health moved to grey–lockdown level: prohibited indoor and outdoor service at restaurants, bars and other food and drink establishments, including nightclubs and strip clubs; takeout, drive-through and delivery, including alcohol, permitted; restricted retail services to curbside pickup or delivery only (in-person retail shopping not permitted), with some exceptions (e.g., grocery stores); closed personal care services",
ON393,Ont.,Closures,Closures — recreation,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"The regions of Windsor-Essex County Health Unit and York Region Public Health moved to grey–lockdown level: closed facilities for indoor or outdoor sports and recreational fitness activities with exceptions (e.g., high-performance athletes and specified professional leagues); outdoor recreational amenities (e.g., ice rinks, ski hills, snow trails) remain open with restrictions (e.g., no team sports); closed campsites with exceptions for individuals in need of housing or those on a full person contract; closed casinos, bingo halls and gaming establishments, cinemas except for drive-in cinemas, performing arts facilities, amusement parks and water parks, marinas, boating clubs, indoor golf courses, driving ranges and shooting ranges, (indoor) museums and other cultural amenities and (indoor) zoos and aquariums to members of the public; restricted libraries to curbside, delivery and pickup services only",
ON394,Ont.,Distancing,Distancing — gatherings,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"The regions of Windsor-Essex County Health Unit and York Region Public Health moved to grey–lockdown level: prohibited all indoor organized public events and social gatherings, except with members of the same household; individuals living alone may have close contact with another household exclusively; limited outdoor organized public events and social gatherings to 10 people; limited indoor and outdoor wedding services, funeral services and other religious services, rites or ceremonies to 10 people; closed all meeting and event spaces with limited exceptions (e.g., child care and day camps)",
ON395,Ont.,Closures,Closures — non-essential services,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"The regions of Middlesex-London Health Unit, Simcoe Muskoka District Health Unit and Wellington-Dufferin-Guelph Public Health moved to red–control level: limited indoor seating of food and drink service in restaurants, bars and other food and drink establishments, including nightclubs and food court areas in malls to 10 people (4 per table), with a requirement to collect contact information for all seated patrons; establishments must be closed from 10 p.m. to 5 a.m.; liquor sold or served only between 9 a.m. and 9 p.m.; permitted personal care services except those where face coverings must be removed for the service, with a requirement to collect contact information from all patrons; in-person retail shopping permitted with restrictions (e.g., music volume limited, malls require safety plan)",
ON396,Ont.,Closures,Closures — recreation,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"The regions of Middlesex-London Health Unit, Simcoe Muskoka District Health Unit and Wellington-Dufferin-Guelph Public Health moved to red–control level: permitted gyms and fitness studios to open with a maximum of 10 people indoors or 25 people outdoors in classes and a requirement to collect contact information for all members of the public who enter these facilities; team sports are limited to training sessions (no games or scrimmages); limited casinos, bingo halls and gaming establishments to a maximum of 10 people indoors or 25 people outdoors with a requirement to collect contact information from all patrons; closed indoor cinemas and prohibited spectators at performing arts centres and venues; drive-in cinemas and performances remain permitted",
ON397,Ont.,Distancing,Distancing — gatherings,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"The regions of Middlesex-London Health Unit, Simcoe Muskoka District Health Unit and Wellington-Dufferin-Guelph Public Health moved to red–control level: limited all social gatherings and organized public events to a maximum of 5 people indoors and 25 people outdoors; limited gatherings for religious services, rites or ceremonies to 30% capacity of the room indoors and 100 people outdoors; limited gatherings for meeting and event spaces to 10 people indoors and 25 people outdoors, with a requirement to collect contact information for all seated patrons",
ON398,Ont.,Closures,Closures — non-essential services,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"The region of Eastern Ontario Health Unit moved to orange–restrict level: limited indoor seating of food and drink service in restaurants, bars and other food and drink establishments to 50 people (4 per table), with a requirement to collect contact information for all seated patrons; establishments must be closed from 10 p.m. to 5 a.m.; liquor sold or served only between 9 a.m. and 9 p.m.; permitted personal care services except those where face coverings must be removed for the service, with a requirement to collect contact information from all patrons; in-person retail shopping permitted with restrictions (e.g., music volume limited, malls require safety plan)",
ON399,Ont.,Closures,Closures — recreation,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"The region of Eastern Ontario Health Unit moved to orange–restrict level: permitted gyms and fitness studios to be open with a maximum of 10 people per room indoors and 25 people outdoors in fitness or exercise classes, with a requirement to collect contact information for all members of the public who enter these facilities; limited casinos, bingo halls, gaming establishments and cinemas to a maximum of 50 people indoors with a requirement to collect contact information from all patrons; limited number of spectators at performing arts facilities to 50 indoors and 100 outdoors with a requirement to collect contact information from all patrons",
