pruid,prename,prfname,week_end,series_type,product_name,numtotal_atleast1dose,numtotal_partially,numtotal_fully,prop_atleast1dose,prop_partially,prop_fully,V13,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_partially,propweekdelta_fully
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-03,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-03,1,Pfizer-BioNTech Comirnaty,477060,335758,141302,48.09,33.84,14.24,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-03,1,Moderna Spikevax,121745,73854,47891,12.27,7.44,4.83,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-03,1,AstraZeneca Vaxzevria/COVISHIELD,17068,16488,580,1.72,1.66,0.06,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-03,1,Janssen,0,na,0,0.00,na,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-03,2,Mixed series (unspecified),87084,na,87084,8.78,na,8.78,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-03,3,Unknown,98,25,73,0.01,<0.01,0.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-03,1,Pfizer-BioNTech Comirnaty,349840,201380,148460,44.33,25.52,18.81,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-03,1,Moderna Spikevax,91003,52094,38909,11.53,6.60,4.93,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-03,1,AstraZeneca Vaxzevria/COVISHIELD,13060,8614,4446,1.65,1.09,0.56,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-03,1,Janssen,0,na,0,0.00,na,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-03,2,Mixed series (unspecified),82527,na,82527,10.46,na,10.46,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-03,3,Unknown,1332,1317,15,0.17,0.17,<0.01,,,,,
24,Quebec,Québec,2021-07-03,1,Pfizer-BioNTech Comirnaty,,"",,"","","",,,,,
24,Quebec,Québec,2021-07-03,1,Moderna Spikevax,,"",,"","","",,,,,
24,Quebec,Québec,2021-07-03,1,AstraZeneca Vaxzevria/COVISHIELD,,"",,"","","",,,,,
24,Quebec,Québec,2021-07-03,1,Janssen,,na,,"",na,"",,,,,
24,Quebec,Québec,2021-07-03,2,Mixed series (unspecified),,na,,"",na,"",,,,,
24,Quebec,Québec,2021-07-03,3,Not reported,6047440,3244562,2802878,70.28,37.71,32.57,,,,,
24,Quebec,Québec,2021-07-03,3,Unknown,,"",,"","","",,,,,
35,Ontario,Ontario,2021-07-03,1,Pfizer-BioNTech Comirnaty,6739074,3505564,3233510,45.45,23.64,21.81,,,,,
35,Ontario,Ontario,2021-07-03,1,Moderna Spikevax,1706364,759823,946541,11.51,5.12,6.38,,,,,
35,Ontario,Ontario,2021-07-03,1,AstraZeneca Vaxzevria/COVISHIELD,268992,184866,84126,1.81,1.25,0.57,,,,,
35,Ontario,Ontario,2021-07-03,1,Janssen,177,na,177,<0.01,na,<0.01,,,,,
35,Ontario,Ontario,2021-07-03,2,Mixed series (unspecified),1292192,na,1292192,8.72,na,8.72,,,,,
35,Ontario,Ontario,2021-07-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-07-03,3,Unknown,52,23,29,<0.01,<0.01,<0.01,,,,,
46,Manitoba,Manitoba,2021-07-03,1,Pfizer-BioNTech Comirnaty,557531,247815,309716,40.29,17.91,22.38,,,,,
46,Manitoba,Manitoba,2021-07-03,1,Moderna Spikevax,163806,49375,114431,11.84,3.57,8.27,,,,,
46,Manitoba,Manitoba,2021-07-03,1,AstraZeneca Vaxzevria/COVISHIELD,16476,13766,2710,1.19,0.99,0.20,,,,,
46,Manitoba,Manitoba,2021-07-03,1,Janssen,0,na,0,0.00,na,0.00,,,,,
46,Manitoba,Manitoba,2021-07-03,2,Mixed series (unspecified),156615,na,156615,11.32,na,11.32,,,,,
46,Manitoba,Manitoba,2021-07-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-07-03,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-07-03,1,Pfizer-BioNTech Comirnaty,479455,185063,294392,40.64,15.69,24.95,,,,,
47,Saskatchewan,Saskatchewan,2021-07-03,1,Moderna Spikevax,136131,36057,100074,11.54,3.06,8.48,,,,,
47,Saskatchewan,Saskatchewan,2021-07-03,1,AstraZeneca Vaxzevria/COVISHIELD,18162,8211,9951,1.54,0.70,0.84,,,,,
47,Saskatchewan,Saskatchewan,2021-07-03,1,Janssen,17,na,17,<0.01,na,<0.01,,,,,
47,Saskatchewan,Saskatchewan,2021-07-03,2,Mixed series (unspecified),85350,na,85350,7.23,na,7.23,,,,,
47,Saskatchewan,Saskatchewan,2021-07-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-07-03,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-07-03,1,Pfizer-BioNTech Comirnaty,1953555,612720,1340835,43.97,13.79,30.18,,,,,
48,Alberta,Alberta,2021-07-03,1,Moderna Spikevax,506489,105940,400549,11.40,2.38,9.02,,,,,
48,Alberta,Alberta,2021-07-03,1,AstraZeneca Vaxzevria/COVISHIELD,257698,222757,34941,5.80,5.01,0.79,,,,,
48,Alberta,Alberta,2021-07-03,1,Janssen,0,na,0,0.00,na,0.00,,,,,
48,Alberta,Alberta,2021-07-03,2,Mixed series (unspecified),,na,,"",na,"",,,,,
48,Alberta,Alberta,2021-07-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-07-03,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-07-03,1,Pfizer-BioNTech Comirnaty,2470246,1484613,985633,47.37,28.47,18.90,,,,,
59,British Columbia,Colombie-Britannique,2021-07-03,1,Moderna Spikevax,660036,380816,279220,12.66,7.30,5.35,,,,,
59,British Columbia,Colombie-Britannique,2021-07-03,1,AstraZeneca Vaxzevria/COVISHIELD,142377,65331,77046,2.73,1.25,1.48,,,,,
59,British Columbia,Colombie-Britannique,2021-07-03,1,Janssen,134,na,134,<0.01,na,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-07-03,2,Mixed series (unspecified),330688,na,330688,6.34,na,6.34,,,,,
59,British Columbia,Colombie-Britannique,2021-07-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-07-03,3,Unknown,198,84,114,<0.01,<0.01,<0.01,,,,,
60,Yukon,Yukon,2021-07-03,1,Pfizer-BioNTech Comirnaty,1882,909,973,4.38,2.12,2.27,,,,,
60,Yukon,Yukon,2021-07-03,1,Moderna Spikevax,28622,2461,26161,66.65,5.73,60.92,,,,,
60,Yukon,Yukon,2021-07-03,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-07-03,1,Janssen,0,na,0,0.00,na,0.00,,,,,
60,Yukon,Yukon,2021-07-03,2,Mixed series (unspecified),166,na,166,0.39,na,0.39,,,,,
60,Yukon,Yukon,2021-07-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-07-03,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-03,1,Pfizer-BioNTech Comirnaty,2305,763,1542,5.30,1.76,3.55,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-03,1,Moderna Spikevax,24827,2185,22642,57.11,5.03,52.08,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-03,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-03,1,Janssen,0,na,0,0.00,na,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-03,2,Mixed series (unspecified),6,na,6,0.01,na,0.01,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-03,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-07-03,1,Pfizer-BioNTech Comirnaty,2100,2100,0,5.33,5.33,0.00,,,,,
62,Nunavut,Nunavut,2021-07-03,1,Moderna Spikevax,19305,2838,16467,48.99,7.20,41.79,,,,,
62,Nunavut,Nunavut,2021-07-03,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-07-03,1,Janssen,0,na,0,0.00,na,0.00,,,,,
62,Nunavut,Nunavut,2021-07-03,2,Mixed series (unspecified),0,na,0,0.00,na,0.00,,,,,
62,Nunavut,Nunavut,2021-07-03,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-07-03,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-07-10,1,Pfizer-BioNTech Comirnaty,13068196,5066357,7798742,34.17,13.25,20.39,,,,,
1,Canada,Canada,2021-07-10,1,Moderna Spikevax,3663668,1195276,2459449,9.58,3.13,6.43,,,,,
1,Canada,Canada,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,621527,370839,224399,1.63,0.97,0.59,,,,,
1,Canada,Canada,2021-07-10,1,Janssen,653,na,653,<0.01,na,<0.01,,,,,
1,Canada,Canada,2021-07-10,2,Mixed series (unspecified),2678183,na,2678183,7,na,7,,,,,
1,Canada,Canada,2021-07-10,3,Not reported,6095711,2634767,3460944,15.94,6.89,9.05,,,,,
1,Canada,Canada,2021-07-10,3,Unknown,1645,1284,361,<0.01,<0.01,<0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-10,1,Pfizer-BioNTech Comirnaty,292421,"",89324,56.18,"",17.16,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-10,1,Moderna Spikevax,73414,"",64471,14.1,"",12.39,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,26594,"",305,5.11,"",0.06,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-10,1,Janssen,0,na,0,0,na,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-10,2,Mixed series (unspecified),,na,,"",na,"",,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-10,3,Not reported,0,"",0,0,"",0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-10,3,Unknown,0,"",0,0,"",0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-10,1,Pfizer-BioNTech Comirnaty,88411,56305,32106,53.8,34.27,19.54,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-10,1,Moderna Spikevax,23704,14243,9461,14.43,8.67,5.76,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,1240,825,415,0.75,0.5,0.25,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-10,1,Janssen,0,na,0,0,na,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-10,2,Mixed series (unspecified),6277,na,6277,3.82,na,3.82,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-10,3,Not reported,0,0,0,0,0,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-10,3,Unknown,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-10,1,Pfizer-BioNTech Comirnaty,443723,251490,192233,44.73,25.35,19.38,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-10,1,Moderna Spikevax,123758,57594,66164,12.47,5.81,6.67,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,9325,8745,580,0.94,0.88,0.06,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-10,1,Janssen,0,na,0,0,na,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-10,2,Mixed series (unspecified),134314,na,134314,13.54,na,13.54,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-10,3,Not reported,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-10,3,Unknown,187,28,159,0.02,<0.01,0.02,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-10,1,Pfizer-BioNTech Comirnaty,333610,150750,182860,42.27,19.1,23.17,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-10,1,Moderna Spikevax,93745,41310,52435,11.88,5.23,6.64,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,9997,5546,4451,1.27,0.7,0.56,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-10,1,Janssen,0,na,0,0,na,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-10,2,Mixed series (unspecified),107226,na,107226,13.59,na,13.59,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-10,3,Not reported,0,0,0,0,0,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-10,3,Unknown,1202,1166,36,0.15,0.15,<0.01,,,,,
24,Quebec,Québec,2021-07-10,1,Pfizer-BioNTech Comirnaty,,"",,"","","",,,,,
24,Quebec,Québec,2021-07-10,1,Moderna Spikevax,,"",,"","","",,,,,
24,Quebec,Québec,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,,"",,"","","",,,,,
24,Quebec,Québec,2021-07-10,1,Janssen,,na,,"",na,"",,,,,
24,Quebec,Québec,2021-07-10,2,Mixed series (unspecified),,na,,"",na,"",,,,,
24,Quebec,Québec,2021-07-10,3,Not reported,6095711,2634767,3460944,70.84,30.62,40.22,,,,,
24,Quebec,Québec,2021-07-10,3,Unknown,,"",,"","","",,,,,
35,Ontario,Ontario,2021-07-10,1,Pfizer-BioNTech Comirnaty,6429792,2586383,3843409,43.37,17.44,25.92,,,,,
35,Ontario,Ontario,2021-07-10,1,Moderna Spikevax,1764667,607806,1156861,11.9,4.1,7.8,,,,,
35,Ontario,Ontario,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,180505,89428,91077,1.22,0.6,0.61,,,,,
35,Ontario,Ontario,2021-07-10,1,Janssen,270,na,270,<0.01,na,<0.01,,,,,
35,Ontario,Ontario,2021-07-10,2,Mixed series (unspecified),1767401,na,1767401,11.92,na,11.92,,,,,
35,Ontario,Ontario,2021-07-10,3,Not reported,0,0,0,0,0,0,,,,,
35,Ontario,Ontario,2021-07-10,3,Unknown,69,22,47,<0.01,<0.01,<0.01,,,,,
46,Manitoba,Manitoba,2021-07-10,1,Pfizer-BioNTech Comirnaty,547760,182900,364860,39.58,13.22,26.37,,,,,
46,Manitoba,Manitoba,2021-07-10,1,Moderna Spikevax,172867,48925,123942,12.49,3.54,8.96,,,,,
46,Manitoba,Manitoba,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,8797,6036,2761,0.64,0.44,0.2,,,,,
46,Manitoba,Manitoba,2021-07-10,1,Janssen,200,na,200,0.01,na,0.01,,,,,
46,Manitoba,Manitoba,2021-07-10,2,Mixed series (unspecified),184694,na,184694,13.35,na,13.35,,,,,
46,Manitoba,Manitoba,2021-07-10,3,Not reported,0,0,0,0,0,0,,,,,
46,Manitoba,Manitoba,2021-07-10,3,Unknown,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-07-10,1,Pfizer-BioNTech Comirnaty,477877,135753,342124,40.5,11.51,29,,,,,
47,Saskatchewan,Saskatchewan,2021-07-10,1,Moderna Spikevax,138517,29979,108538,11.74,2.54,9.2,,,,,
47,Saskatchewan,Saskatchewan,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,15281,5266,10015,1.3,0.45,0.85,,,,,
47,Saskatchewan,Saskatchewan,2021-07-10,1,Janssen,22,na,22,<0.01,na,<0.01,,,,,
47,Saskatchewan,Saskatchewan,2021-07-10,2,Mixed series (unspecified),97141,na,97141,8.23,na,8.23,,,,,
47,Saskatchewan,Saskatchewan,2021-07-10,3,Not reported,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-07-10,3,Unknown,0,0,0,0,0,0,,,,,
48,Alberta,Alberta,2021-07-10,1,Pfizer-BioNTech Comirnaty,1974230,478461,1495769,44.44,10.77,33.67,,,,,
48,Alberta,Alberta,2021-07-10,1,Moderna Spikevax,515848,62312,453536,11.61,1.4,10.21,,,,,
48,Alberta,Alberta,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,257848,222433,35415,5.8,5.01,0.8,,,,,
48,Alberta,Alberta,2021-07-10,1,Janssen,0,na,0,0,na,0,,,,,
48,Alberta,Alberta,2021-07-10,2,Mixed series (unspecified),,na,,"",na,"",,,,,
48,Alberta,Alberta,2021-07-10,3,Not reported,0,0,0,0,0,0,,,,,
48,Alberta,Alberta,2021-07-10,3,Unknown,0,0,0,0,0,0,,,,,
59,British Columbia,Colombie-Britannique,2021-07-10,1,Pfizer-BioNTech Comirnaty,2473667,1221169,1252498,47.44,23.42,24.02,,,,,
59,British Columbia,Colombie-Britannique,2021-07-10,1,Moderna Spikevax,683729,325841,357888,13.11,6.25,6.86,,,,,
59,British Columbia,Colombie-Britannique,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,111940,32560,79380,2.15,0.62,1.52,,,,,
59,British Columbia,Colombie-Britannique,2021-07-10,1,Janssen,161,na,161,<0.01,na,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-07-10,2,Mixed series (unspecified),380929,na,380929,7.3,na,7.3,,,,,
59,British Columbia,Colombie-Britannique,2021-07-10,3,Not reported,0,0,0,0,0,0,,,,,
59,British Columbia,Colombie-Britannique,2021-07-10,3,Unknown,187,68,119,<0.01,<0.01,<0.01,,,,,
60,Yukon,Yukon,2021-07-10,1,Pfizer-BioNTech Comirnaty,1978,514,1464,4.61,1.2,3.41,,,,,
60,Yukon,Yukon,2021-07-10,1,Moderna Spikevax,28889,2438,26451,67.27,5.68,61.59,,,,,
60,Yukon,Yukon,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-07-10,1,Janssen,0,na,0,0,na,0,,,,,
60,Yukon,Yukon,2021-07-10,2,Mixed series (unspecified),195,na,195,0.45,na,0.45,,,,,
60,Yukon,Yukon,2021-07-10,3,Not reported,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-07-10,3,Unknown,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-10,1,Pfizer-BioNTech Comirnaty,2354,662,1692,5.41,1.52,3.89,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-10,1,Moderna Spikevax,25004,2099,22905,57.52,4.83,52.69,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-10,1,Janssen,0,na,0,0,na,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-10,2,Mixed series (unspecified),6,na,6,0.01,na,0.01,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-10,3,Not reported,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-10,3,Unknown,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-10,1,Pfizer-BioNTech Comirnaty,2373,1970,403,6.02,5,1.02,,,,,
62,Nunavut,Nunavut,2021-07-10,1,Moderna Spikevax,19526,2729,16797,49.55,6.93,42.63,,,,,
62,Nunavut,Nunavut,2021-07-10,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-10,1,Janssen,0,na,0,0,na,0,,,,,
62,Nunavut,Nunavut,2021-07-10,2,Mixed series (unspecified),0,na,0,0,na,0,,,,,
62,Nunavut,Nunavut,2021-07-10,3,Not reported,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-10,3,Unknown,0,0,0,0,0,0,,,,,
1,Canada,Canada,2021-07-17,1,Pfizer-BioNTech Comirnaty,12713832,3817221,8710082,33.24,9.98,22.78,,,,,
1,Canada,Canada,2021-07-17,1,Moderna Spikevax,3755256,1090253,2674610,9.82,2.85,6.99,,,,,
1,Canada,Canada,2021-07-17,1,AstraZeneca Vaxzevria/COVISHIELD,353435,98383,228771,0.92,0.26,0.6,,,,,
1,Canada,Canada,2021-07-17,1,Janssen,818,na,818,<0.01,na,<0.01,,,,,
1,Canada,Canada,2021-07-17,2,Mixed series (unspecified),3456811,na,3456811,9.04,na,9.04,,,,,
1,Canada,Canada,2021-07-17,3,Not reported,6147597,2114204,4033393,16.07,5.53,10.55,,,,,
1,Canada,Canada,2021-07-17,3,Unknown,1612,1182,430,<0.01,<0.01,<0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,1,Pfizer-BioNTech Comirnaty,295591,"",109062,56.78,"",20.95,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,1,Moderna Spikevax,75241,"",84848,14.45,"",16.3,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,1,AstraZeneca Vaxzevria/COVISHIELD,26595,"",314,5.11,"",0.06,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,1,Janssen,0,na,0,0,na,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,2,Mixed series (unspecified),,na,,"",na,"",,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,3,Not reported,0,"",0,0,"",0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,3,Unknown,0,"",0,0,"",0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,1,Pfizer-BioNTech Comirnaty,89221,49148,40073,54.3,29.91,24.39,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,1,Moderna Spikevax,24639,13658,10981,14.99,8.31,6.68,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,1,AstraZeneca Vaxzevria/COVISHIELD,746,326,420,0.45,0.2,0.26,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,1,Janssen,0,na,0,0,na,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,2,Mixed series (unspecified),7165,na,7165,4.36,na,4.36,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,3,Not reported,0,0,0,0,0,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,3,Unknown,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,1,Pfizer-BioNTech Comirnaty,407914,190709,217205,41.12,19.22,21.89,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,1,Moderna Spikevax,129356,43153,86203,13.04,4.35,8.69,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,1,AstraZeneca Vaxzevria/COVISHIELD,6424,5844,580,0.65,0.59,0.06,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,1,Janssen,0,na,0,0,na,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,2,Mixed series (unspecified),181010,na,181010,18.25,na,18.25,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,3,Not reported,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,3,Unknown,243,29,214,0.02,<0.01,0.02,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,1,Pfizer-BioNTech Comirnaty,316951,111412,205539,40.16,14.12,26.04,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,1,Moderna Spikevax,96663,34828,61835,12.25,4.41,7.83,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,1,AstraZeneca Vaxzevria/COVISHIELD,8385,3919,4466,1.06,0.5,0.57,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,1,Janssen,0,na,0,0,na,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,2,Mixed series (unspecified),129306,na,129306,16.38,na,16.38,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,3,Not reported,0,0,0,0,0,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,3,Unknown,1103,1064,39,0.14,0.13,<0.01,,,,,
24,Quebec,Québec,2021-07-17,1,Pfizer-BioNTech Comirnaty,,"",,"","","",,,,,
24,Quebec,Québec,2021-07-17,1,Moderna Spikevax,,"",,"","","",,,,,
24,Quebec,Québec,2021-07-17,1,AstraZeneca Vaxzevria/COVISHIELD,,"",,"","","",,,,,
24,Quebec,Québec,2021-07-17,1,Janssen,,na,,"",na,"",,,,,
24,Quebec,Québec,2021-07-17,2,Mixed series (unspecified),,na,,"",na,"",,,,,
24,Quebec,Québec,2021-07-17,3,Not reported,6147597,2114204,4033393,71.45,24.57,46.88,,,,,
24,Quebec,Québec,2021-07-17,3,Unknown,,"",,"","","",,,,,
35,Ontario,Ontario,2021-07-17,1,Pfizer-BioNTech Comirnaty,6196535,1845108,4351427,41.79,12.44,29.35,,,,,
35,Ontario,Ontario,2021-07-17,1,Moderna Spikevax,1817459,526613,1290846,12.26,3.55,8.71,,,,,
35,Ontario,Ontario,2021-07-17,1,AstraZeneca Vaxzevria/COVISHIELD,144279,49423,94856,0.97,0.33,0.64,,,,,
35,Ontario,Ontario,2021-07-17,1,Janssen,358,na,358,<0.01,na,<0.01,,,,,
35,Ontario,Ontario,2021-07-17,2,Mixed series (unspecified),2110377,na,2110377,14.23,na,14.23,,,,,
35,Ontario,Ontario,2021-07-17,3,Not reported,0,0,0,0,0,0,,,,,
35,Ontario,Ontario,2021-07-17,3,Unknown,95,32,63,<0.01,<0.01,<0.01,,,,,
46,Manitoba,Manitoba,2021-07-17,1,Pfizer-BioNTech Comirnaty,547830,142594,405236,39.59,10.3,29.29,,,,,
46,Manitoba,Manitoba,2021-07-17,1,Moderna Spikevax,178589,49014,129575,12.91,3.54,9.36,,,,,
46,Manitoba,Manitoba,2021-07-17,1,AstraZeneca Vaxzevria/COVISHIELD,6439,3623,2816,0.47,0.26,0.2,,,,,
46,Manitoba,Manitoba,2021-07-17,1,Janssen,235,na,235,0.02,na,0.02,,,,,
46,Manitoba,Manitoba,2021-07-17,2,Mixed series (unspecified),196474,na,196474,14.2,na,14.2,,,,,
46,Manitoba,Manitoba,2021-07-17,3,Not reported,0,0,0,0,0,0,,,,,
46,Manitoba,Manitoba,2021-07-17,3,Unknown,0,0,0,0,0,0,,,,,
