index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,geometry
440,Barlynn House,"",Nursing and residential care facilities,Province of British Columbia,"",1240,barlynn crescent,V7J 1P6,north vancouver,British Columbia,1240 barlynn crescent north vancouver bc v7j 1p6,North Vancouver,5915046,59,-123.0398721|49.3286133
4400,Mission Services of London,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",457,york street,N6B 1R3,london,Ontario,"",London,3539036,35,-81.23668761|42.98426958
4404,Mississauga Long Term Care Facility,long-term care home,Nursing and residential care facilities,Province of Ontario,"",26,peter street n,L5H 2G7,mississauga,Ontario,"",Mississauga,3521005,35,-79.59094324|43.54970386
4407,Mitchell Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",184,napier street,N0K 1N0,mitchell,Ontario,"",West Perth,3531025,35,-81.20189084|43.47396537
4408,Mlp Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",13468,loyalist parkway prince,K0K 2T0,edward,Ontario,"",Prince Edward County,3513020,35,-77.1714805|43.99693674
441,Barriere House,"",Nursing and residential care facilities,Province of British Columbia,"",485,carlstrom rd,V0E 1E0,barriere,British Columbia,485 carlstrom rd barriere bc v0e 1e0,Barriere,5933074,59,-120.1290682|51.1768649
4411,Moira Place Long-Term Care Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",415,river street w,K0K 3J0,tweed,Ontario,"",Tweed,3512030,35,-77.31915479|44.47111572
4416,Mon Sheong Home for the Aged,long-term care home,Nursing and residential care facilities,Province of Ontario,"",36,darcy street,M5T 1J7,toronto,Ontario,"",Toronto,3520005,35,-79.39314779|43.65527498
4417,Mon Sheong Private Care,retirement home,Nursing and residential care facilities,Province of Ontario,"",2,sun yat-sen avenue,L3R 5Z3,markham,Ontario,"",Markham,3519036,35,-79.29923177|43.82684752
4418,Mon Sheong Richmond Hill Long Term Care Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,"",11199,yonge street,L4S 1L2,richmond hill,Ontario,"",Richmond Hill,3519038,35,-79.44320193|43.90134473
4419,Mon Sheong Scarborough Long Term Care Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,"",2030,mcnicoll avenue,M1V 5P4,toronto,Ontario,"",Toronto,3520005,35,-79.29999097|43.81309612
4421,Montfort,long-term care home,Nursing and residential care facilities,Province of Ontario,"",705,montreal road,K1K 0M9,ottawa,Ontario,"",Ottawa,3506008,35,-75.64059562|45.44672936
4425,Montgomery Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,"",1605,main street e,L8H 1C4,hamilton,Ontario,"",Hamilton,3525005,35,-79.80138348|43.23824919
4429,Morriston Park Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",7363,calfass road,N0B 2J0,puslinch,Ontario,"",Puslinch,3523001,35,-80.1276776|43.44004921
443,Bayshore Home,"",Nursing and residential care facilities,Province of British Columbia,"",44419,bayshore ave,V2R 0A5,chilliwack,British Columbia,44419 bayshore ave chilliwack bc v2r 0a5,Chilliwack,5909020,59,-121.9947065|49.1007302
4430,Mount Carmel Home,retirement home,Nursing and residential care facilities,Province of Ontario,"",78,yates street,L2R 5R9,st catharines,Ontario,"",St. Catharines,3526053,35,-79.2530913|43.1570702
4432,Mount Hope Centre for Long Term Care,long-term care home,Nursing and residential care facilities,Province of Ontario,"",21,grosvenor street,N6A 1Y6,london,Ontario,"",London,3539036,35,-81.25634222|42.99894988
4433,Mount Nemo Christian Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",4486,guelph line,L7P 0N2,burlington,Ontario,"",Burlington,3524002,35,-79.87556992|43.40257242
4436,Mountainview Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",222,mountainview road n,L7G 3R2,halton hills,Ontario,"",Halton Hills,3524015,35,-79.91969106|43.66226436
4437,Mulcaster Mews,retirement home,Nursing and residential care facilities,Province of Ontario,"",130,mulcaster street,L4M 3M9,barrie,Ontario,"",Barrie,3543042,35,-79.68659285|44.3947329
4439,Municipality of Greenstone - Geraldton Site,senior active living centre,Nursing and residential care facilities,Province of Ontario,"",1800,main street,P0T 1M0,geraldton,Ontario,"",Greenstone,3558075,35,-86.95431135|49.70375969
4442,Murrays Millwood Manor Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,"",409,mill street,N2M 3R9,kitchener,Ontario,"",Kitchener,3530013,35,-80.48010171|43.4343965
4450,Muskoka Hills Retirement Villa Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,"",690,muskoka road & highway 118 w,P1L 1W8,bracebridge,Ontario,"",Bracebridge,3544018,35,-79.3417894|45.04145923
4451,Muskoka Landing,long-term care home,Nursing and residential care facilities,Province of Ontario,"",65,rogers cove drive,P1H 2L9,huntsville,Ontario,"",Huntsville,3544042,35,-79.20221468|45.33624348
4453,Muskoka Shores Care Community,long-term care home,Nursing and residential care facilities,Province of Ontario,"",200,kelly drive,P1P 1P3,gravenhurst,Ontario,"",Gravenhurst,3544002,35,-79.36729389|44.9143044
4461,Native Horizons Treatment Centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",130,new credit road,N0A 1H0,hagersville,Ontario,"",New Credit (Part) 40A,3529021,35,-80.10426815|42.98772413
4467,New Beginnings Rest Home,retirement home,Nursing and residential care facilities,Province of Ontario,"",106,talbot street w,N8H 1M9,leamington,Ontario,"",Leamington,3537003,35,-82.60541785|42.05143065
4469,New Horizons Tower,retirement home,Nursing and residential care facilities,Province of Ontario,"",1140,bloor street w,M6H 4E6,toronto,Ontario,"",Toronto,3520005,35,-79.4361522|43.65988208
4471,New Village Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,"",490,hamilton regional road 8,L8G 1G6,hamilton,Ontario,"",Hamilton,3525005,35,-79.71616285|43.21627369
4476,Niagara Gardens Retirement Manor,retirement home,Nursing and residential care facilities,Province of Ontario,"",181,niagara street,L2R 4M1,st catharines,Ontario,"",St. Catharines,3526053,35,-79.23379749|43.17261621
4489,Niagara Health System - Welland Hospital Site,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,"",65,third st,L3B 4W6,welland,Ontario,65 third st. welland on l3b 4w6,Welland,3526032,35,-79.2485612|42.9798733
449,Beacon Hill Villa,"",Nursing and residential care facilities,Province of British Columbia,"",635,superior st,V8V 1V1,victoria,British Columbia,635 superior st victoria bc v8v 1v1,Victoria,5917034,59,-123.3670916|48.4180655
450,Beckley Farm Lodge,"",Nursing and residential care facilities,Province of British Columbia,"",530,simcoe st,V8V 4W4,victoria,British Columbia,530 simcoe st victoria bc v8v 4w4,Victoria,5917034,59,-123.37239|48.415112
4500,Nimigon Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,"",7715,beaverdams road,L2H 2J4,niagara falls,Ontario,"",Niagara Falls,3526043,35,-79.12455225|43.0900255
4501,Nine Mile Villa Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,"",469,inglis street,N0G 2H0,lucknow,Ontario,"",Huron-Kinloss,3541015,35,-81.51561029|43.96015144
4506,Nipissing Manor Nursing Care Center,long-term care home,Nursing and residential care facilities,Province of Ontario,"",1202,highway 94,P0H 1K0,corbeil,Ontario,"",East Ferris,3548034,35,-79.33681562|46.24835493
4508,Nipissing Mental Health Housing and Support Services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",217,turcotte park road,P0H 1V0,mattawa,Ontario,"",Mattawa,3548021,35,-78.71357712|46.31096797
451,Beckman House,"",Nursing and residential care facilities,Province of British Columbia,"",12032,216 st,V2X 5J3,maple ridge,British Columbia,12032 216th st maple ridge bc v2x 5j3,Maple Ridge,5915075,59,-122.6220496|49.2212835
4510,Nisbet Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,"",740,pape avenue,M4K 3S7,toronto,Ontario,"",Toronto,3520005,35,-79.34558197|43.68025289
4511,Nithview Community,retirement home,Nursing and residential care facilities,Province of Ontario,"",200,boullee street,N3A 2K4,new hamburg,Ontario,"",Wilmot,3530020,35,-80.70159538|43.38053997
4515,Norfinch Care Community,long-term care home,Nursing and residential care facilities,Province of Ontario,"",22,norfinch drive,M3N 1X1,toronto,Ontario,"",Toronto,3520005,35,-79.52618684|43.7567876
4517,Norfolk Manor,retirement home,Nursing and residential care facilities,Province of Ontario,"",128,norfolk street,N1H 4J8,guelph,Ontario,"",Guelph,3523008,35,-80.25378525|43.54663653
452,Bed & Breakfast,"",Nursing and residential care facilities,Province of British Columbia,"",910,easter rd,V8X 2Z8,victoria,British Columbia,910 easter rd victoria bc v8x 2z8,Saanich,5917021,59,-123.36752|48.460699
4522,North Bay Recovery Home,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",393,oak street w,P1B 2T2,north bay,Ontario,"",North Bay,3548044,35,-79.46837557|46.31399013
4529,North Centennial Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,"",2,kimberly drive,P5N 1L5,kapuskasing,Ontario,"",Kapuskasing,3556066,35,-82.43174902|49.42402834
4540,North Lambton Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,"",39,morris street,N0N 1J0,lambton shores,Ontario,"",Lambton Shores,3538040,35,-81.99290376|43.09281026
4550,North Park Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",450,rustic road,M6L 1W9,toronto,Ontario,"",Toronto,3520005,35,-79.48214652|43.71741799
456,Belmont Residence,"",Nursing and residential care facilities,Province of British Columbia,"",3975,202 st,V3A 1R9,langley,British Columbia,3975 202nd st langley bc v3a 1r9,Langley,5915001,59,-122.6645132|49.0741414
459,Berkley Care Centre,"",Nursing and residential care facilities,Province of British Columbia,"",2444,burr pl,V7H 3A5,north vancouver,British Columbia,2444 burr pl north vancouver bc v7h 3a5,North Vancouver,5915046,59,-123.006|49.312278
4590,North York Seniors Centre,senior active living centre,Nursing and residential care facilities,Province of Ontario,"",21,hendon avenue,M2M 4G7,toronto,Ontario,"",Toronto,3520005,35,-79.41746401|43.78119791
4592,Northdale Manor,retirement home,Nursing and residential care facilities,Province of Ontario,"",130,lakeshore road n,P0J 1P0,temiskaming shores,Ontario,"",Temiskaming Shores,3554020,35,-79.67929206|47.50477871
4598,Northland Pointe,long-term care home,Nursing and residential care facilities,Province of Ontario,"",2,fielden avenue,L3K 6G4,port colborne,Ontario,"",Port Colborne,3526011,35,-79.2576692|42.8807752
4599,Northridge,long-term care home,Nursing and residential care facilities,Province of Ontario,"",496,postridge drive,L6H 7A2,oakville,Ontario,"",Oakville,3524001,35,-79.71426817|43.48960334
460,Berman House,"",Nursing and residential care facilities,Province of British Columbia,"",1400,lakewood dr,V5L 4M8,vancouver,British Columbia,1400 lakewood dr vancouver bc v5l 4m8,Vancouver,5915022,59,-123.062|49.271922
4603,Northview Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",77,river road,P0J 1H0,englehart,Ontario,"",Englehart,3554052,35,-79.8655049|47.8219425
4604,Northview Senior's Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",19,aikman avenue,L8M 1P6,hamilton,Ontario,"",Hamilton,3525005,35,-79.8485217|43.25128219
4607,Northwood Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,"",51,highway 105,P0V 2M0,red lake,Ontario,"",Red Lake,3560042,35,-93.82244384|51.01327044
4608,Norview Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,"",44,rob blake way,N3Y 4L8,simcoe,Ontario,"",Norfolk County,3528052,35,-80.33304111|42.8372838
461,Berwick House,"",Nursing and residential care facilities,Province of British Columbia,"",4062,shelbourne st,V8N 3E6,victoria,British Columbia,4062 shelbourne st victoria bc v8n 3e6,Saanich,5917021,59,-123.33305|48.475333
4610,Norwood Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",122,tyndall avenue,M6K 2E2,toronto,Ontario,"",Toronto,3520005,35,-79.4293819|43.63752278
4613,Nucleus Housing,community support service,Nursing and residential care facilities,Province of Ontario,"",2030,bristol circle,L6H 0H2,oakville,Ontario,"",Oakville,3524001,35,-79.67178966|43.51086305
4616,Oak Ridges Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,"",12925,yonge street,L4E 0T7,richmond hill,Ontario,"",Richmond Hill,3519038,35,-79.45320773|43.94277283
4617,Oak Terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,"",291,mississaga street w,L3V 3B9,orillia,Ontario,"",Orillia,3543052,35,-79.43126489|44.60302415
4618,Oakcrossing Retirement Living,retirement home,Nursing and residential care facilities,Province of Ontario,"",1238,oakcrossing road,N6H 0K2,london,Ontario,"",London,3539036,35,-81.31254523|42.98998258
4619,Oaklands Regional Centre,mental health,Nursing and residential care facilities,Public Health Agency of Canada,"",53,bond st,L6K 1L8,oakville,Ontario,53 bond st. oakville on l6k 1l8,Oakville,3524001,35,-79.6782414|43.444444
462,Berwick on the Lake,"",Nursing and residential care facilities,Province of British Columbia,"",3201,ross rd,V9T 6L9,nanaimo,British Columbia,3201 ross rd nanaimo bc v9t 6l9,Nanaimo,5921007,59,-124.00388|49.21002
4621,Oakpark Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,"",2,valour drive,K1G 3T5,ottawa,Ontario,"",Ottawa,3506008,35,-75.65901782|45.39973435
4622,Oaks Retirement Village,retirement home,Nursing and residential care facilities,Province of Ontario,"",80,mcnaughton avenue,N8A 1R9,chatham-kent,Ontario,"",Chatham-Kent,3536020,35,-82.38245203|42.58242885
4624,Oakville Senior Citizens Residence,community support service,Nursing and residential care facilities,Province of Ontario,"",2222,lakeshore road,L6L 5G5,oakville,Ontario,"",Oakville,3524001,35,-79.70524236|43.39955423
4626,Oakwood Park Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,"",6747,oakwood drive,L2G 0J3,niagara falls,Ontario,"",Niagara Falls,3526043,35,-79.11785895|43.0769904
463,Berwick on the Park,"",Nursing and residential care facilities,Province of British Columbia,"",60,whiteshield crescent s,V2E 2S9,kamloops,British Columbia,60 whiteshield crescent s kamloops bc v2e 2s9,Kamloops,5933042,59,-120.3369705|50.6578036
4630,Ogilvie Villa,retirement home,Nursing and residential care facilities,Province of Ontario,"",1345,ogilvie road,K1J 7P5,ottawa,Ontario,"",Ottawa,3506008,35,-75.62273151|45.43018586
464,Berwick Royal Oak,"",Nursing and residential care facilities,Province of British Columbia,"",4680,elk lake dr,V8Z 5M1,victoria,British Columbia,4680 elk lake dr victoria bc v8z 5m1,Saanich,5917021,59,-123.3868419|48.5035189
465,Bethayne House,"",Nursing and residential care facilities,Province of British Columbia,"",17412,58a ave,V3S 1M8,surrey,British Columbia,17412 58a ave surrey bc v3s 1m8,Surrey,5915004,59,-122.740143|49.108379
4651,One Kenton Place,retirement home,Nursing and residential care facilities,Province of Ontario,"",3,kenton road,M2R 2H6,toronto,Ontario,"",Toronto,3520005,35,-79.44369931|43.7781514
4654,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: Yoyantle' Na' Tuhuwatisni),long-term care home,Nursing and residential care facilities,Province of Ontario,"",2229,elm avenue,N0L 2G0,southwold,Ontario,"",Oneida 41,3539021,35,-81.41178225|42.81734514
466,Bethesda Abbotsford Home,"",Nursing and residential care facilities,Province of British Columbia,"",1895,jackson st,V2S 2Z8,abbotsford,British Columbia,1895 jackson st abbotsford bc v2s 2z8,Abbotsford,5909052,59,-122.3077081|49.0363142
4669,Orchard Terrace Care Centre,retirement home,Nursing and residential care facilities,Province of Ontario,"",199,glover road,L8E 5J2,hamilton,Ontario,"",Hamilton,3525005,35,-79.68313844|43.21015079
467,Bethesda Chilcotin Home,"",Nursing and residential care facilities,Province of British Columbia,"",32704,chilcotin dr,V2T 5S5,abbotsford,British Columbia,32704 chilcotin dr abbotsford bc v2t 5s5,Abbotsford,5909052,59,-122.3183114|49.0710888
4670,Orchard View by the Mississippi Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,"",219,paterson street,K0A 1A0,mississippi mills,Ontario,"",Mississippi Mills,3509030,35,-76.17921898|45.2288455
4671,Orchard Villa,long-term care home,Nursing and residential care facilities,Province of Ontario,"",1955,valley farm road,L1V 3R6,pickering,Ontario,"",Pickering,3518001,35,-79.0826885|43.84623863
4672,Orchard Walk Retirement Living,retirement home,Nursing and residential care facilities,Province of Ontario,"",1491,manotick station road,K4P 1P6,ottawa,Ontario,"",Ottawa,3506008,35,-75.61154999|45.23551053
468,Bethesda Clearbrook Home,"",Nursing and residential care facilities,Province of British Columbia,"",32553,willingdon cres,V2T 1S1,abbotsford,British Columbia,32553 willingdon cres abbotsford bc v2t 1s1,Abbotsford,5909052,59,-122.3221005|49.0477168
4681,Ottawa Salus Corporation,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",2000,scott street,K1Z 6T2,ottawa,Ontario,"",Ottawa,3506008,35,-75.75220245|45.39602545
4685,Owen Hill Care Community,long-term care home,Nursing and residential care facilities,Province of Ontario,"",130,owen street,L4M 3H7,barrie,Ontario,"",Barrie,3543042,35,-79.69019855|44.3951391
4688,Oxford Manor Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",276,oxford street,N5C 2W1,ingersoll,Ontario,"",Ingersoll,3532018,35,-80.8808366|43.03341871
469,Bethesda Langley Home,"",Nursing and residential care facilities,Province of British Columbia,"",20477,93a ave,V1M 1B8,langley,British Columbia,20477 93a ave langley bc v1m 1b8,Langley,5915001,59,-122.6550127|49.1727066
4691,Palermo Village Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",3136,dundas street w,L6M 4J3,oakville,Ontario,"",Oakville,3524001,35,-79.77985319|43.43165293
4692,Palisade Gardens,retirement home,Nursing and residential care facilities,Province of Ontario,"",240,chapel street,K9A 0E3,cobourg,Ontario,"",Cobourg,3514021,35,-78.15720412|43.9639804
4693,Palliative Care Network for York Region,community support service,Nursing and residential care facilities,Province of Ontario,"",194,eagle street,L3Y 1J6,newmarket,Ontario,"",Newmarket,3519048,35,-79.46877495|44.04550395
4695,Parisien Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,"",439,second street e,K6H 1Z2,cornwall,Ontario,"",Cornwall,3501012,35,-74.71865558|45.02136413
4696,Park Avenue Manor,retirement home,Nursing and residential care facilities,Province of Ontario,"",924,park avenue w,L7T 1N7,burlington,Ontario,"",Burlington,3524002,35,-79.8518665|43.3045489
4697,Park Lane Terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,"",295,grand river street n,N3L 2N9,brant,Ontario,"",Brant,3529005,35,-80.38916816|43.21149506
4698,Park Place Retirement,retirement home,Nursing and residential care facilities,Province of Ontario,"",126,graham street,N4S 6J9,woodstock,Ontario,"",Woodstock,3532042,35,-80.75944377|43.13415943
4699,Park Place Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",110,central park drive,K2C 4G3,ottawa,Ontario,"",Ottawa,3506008,35,-75.73633635|45.36834094
470,Bethesda Matsqui Home,"",Nursing and residential care facilities,Province of British Columbia,"",32768,bevan ave,V2S 1T1,abbotsford,British Columbia,32768 bevan ave abbotsford bc v2s 1t1,Abbotsford,5909052,59,-122.3166859|49.0416172
4701,Park Place Seniors' Suites,retirement home,Nursing and residential care facilities,Province of Ontario,"",120,central park drive,K2C 4J6,ottawa,Ontario,"",Ottawa,3506008,35,-75.73721605|45.36789104
4702,Park Street Place,retirement home,Nursing and residential care facilities,Province of Ontario,"",650,park street,N0P 1M0,dresden,Ontario,"",Chatham-Kent,3536020,35,-82.18674717|42.58488156
4703,Park View Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,"",254,dalhousie street,N3S 3V2,brantford,Ontario,"",Brantford,3529006,35,-80.25491772|43.14024625
4706,Parkdale Golden Age Foundation,senior active living centre,Nursing and residential care facilities,Province of Ontario,"",27,roncesvalles avenue,M6R 2K4,toronto,Ontario,"",Toronto,3520005,35,-79.4461661|43.63979888
4708,Parkland on the Glen,retirement home,Nursing and residential care facilities,Province of Ontario,"",1665,the collegeway,L5L 0A9,mississauga,Ontario,"",Mississauga,3521005,35,-79.66402826|43.54388615
471,Bethesda Richmond Home,"",Nursing and residential care facilities,Province of British Columbia,"",7540,acheson road,V6Y 1M9,richmond,British Columbia,7540 acheson road richmond bc v6y 1m9,Richmond,5915015,59,-123.1400007|49.1598783
4710,Parkview Home Long-Term Care,long-term care home,Nursing and residential care facilities,Province of Ontario,"",123,weldon road,L4A 0G8,whitchurch-stouffville,Ontario,"",Whitchurch-Stouffville,3519044,35,-79.25898437|43.96541475
4711,Parkview Manor Health Care Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,"",98,3 street s,N0G 1L0,chesley,Ontario,"",Arran-Elderslie,3541043,35,-81.091335|44.2983199
4713,Parkview Nursing Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,"",545,king street w,L8P 1C1,hamilton,Ontario,"",Hamilton,3525005,35,-79.88486411|43.26103249
4715,Parkwood Hospital,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,"",801,commissioners rd e,N6C 5J1,london,Ontario,801 commissioners rd. e. london on n6c 5j1,London,3539036,35,-81.2252718|42.9554185
4717,Parkwood Mennonite Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",726,new hampshire street,N2K 4M1,waterloo,Ontario,"",Waterloo,3530016,35,-80.50225763|43.51640151
4718,Parkwood Suites,retirement home,Nursing and residential care facilities,Province of Ontario,"",720,new hampshire street,N2K 0A3,waterloo,Ontario,"",Waterloo,3530016,35,-80.50189473|43.51574441
472,Bethesda South Richmond Home,"",Nursing and residential care facilities,Province of British Columbia,"",10984,springmont gate,V7E 1Y4,richmond,British Columbia,10984 springmont gate richmond bc v7e 1y4,Richmond,5915015,59,-123.1915231|49.1340288
4726,Pathways Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",375,trunk road,P6A 6T5,sault ste marie,Ontario,"",Sault Ste. Marie,3557061,35,-84.28446604|46.5167198
4729,Pavilion Women's Centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",345,cecil street,P0J 1K0,temiskaming shores,Ontario,"",Temiskaming Shores,3554020,35,-79.63267084|47.4453711
473,Bethesda Surrey Home,"",Nursing and residential care facilities,Province of British Columbia,"",16321,108 ave,V3R 6C5,surrey,British Columbia,16321 108th ave surrey bc v3r 6c5,Surrey,5915004,59,-122.770158|49.1989643
4731,Pearl and Pine Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",390,pearl street,L7R 0A4,burlington,Ontario,"",Burlington,3524002,35,-79.79452329|43.32623411
4734,Peel Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,"",525,main street n,L6X 1N9,brampton,Ontario,"",Brampton,3521010,35,-79.78142981|43.69999507
474,Bethesda West Abbotsford Home,"",Nursing and residential care facilities,Province of British Columbia,"",31126,kingfisher dr,V2T 5K4,abbotsford,British Columbia,31126 kingfisher dr abbotsford bc v2t 5k4,Surrey,5915004,59,-122.770159|49.199194
4740,Penetanguishene General Hospital,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,"",25,jeffery st,L9M 1K6,penetanguishene,Ontario,25 jeffery st. penetanguishene on l9m 1k6,Penetanguishene,3543072,35,-79.9294473|44.7693002
4742,Penmarvian Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,"",185,grand river street n,N3L 2N2,brant,Ontario,"",Brant,3529005,35,-80.38400806|43.19896886
4743,PENSION DU BONHEUR,retirement home,Nursing and residential care facilities,Province of Ontario,"",176,st joseph street,K0B 1A0,alfred,Ontario,"",Alfred and Plantagenet,3502023,35,-74.87676008|45.56088511
4745,People for Equal Partnership in Mental Health (Pep),mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",1180,cassells street,P1B 1X1,north bay,Ontario,"",North Bay,3548044,35,-79.44197936|46.31889133
4746,Peoplecare a.r. Goudie Kitchener,long-term care home,Nursing and residential care facilities,Province of Ontario,"",369,frederick street,N2H 2P1,kitchener,Ontario,"",Kitchener,3530013,35,-80.47446971|43.4564955
4747,Peoplecare Hilltop Manor Cambridge,long-term care home,Nursing and residential care facilities,Province of Ontario,"",42,elliott street,N1R 2J2,cambridge,Ontario,"",Cambridge,3530010,35,-80.30996865|43.35352749
4748,Peoplecare Oakcrossing London,long-term care home,Nursing and residential care facilities,Province of Ontario,"",1242,oakcrossing road,N6H 0G2,london,Ontario,"",London,3539036,35,-81.31277543|42.99044098
4749,Peoplecare Tavistock,long-term care home,Nursing and residential care facilities,Province of Ontario,"",28,william street n,N0B 2R0,tavistock,Ontario,"",East Zorra-Tavistock,3532038,35,-80.83917752|43.31908376
475,Bethesda West Clearbrook Home,"",Nursing and residential care facilities,Province of British Columbia,"",2339,arbutus st,V2T 2V8,abbotsford,British Columbia,2339 arbutus st abbotsford bc v2t 2v8,Abbotsford,5909052,59,-122.339746|49.0446238
476,Bethesda West Richmond,"",Nursing and residential care facilities,Province of British Columbia,"",10120,no 1 road,V7E 1S2,richmond,British Columbia,10120 no. 1 road richmond bc v7e 1s2,Richmond,5915015,59,-123.1809197|49.1399135
4760,Perth Community Care Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,"",101,christie lake road,K7H 3C6,perth,Ontario,"",Tay Valley,3509015,35,-76.27097938|44.90433714
4763,Peter d. Clark Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,"",9,meridian place,K2G 6P8,ottawa,Ontario,"",Ottawa,3506008,35,-75.76125205|45.34293864
4769,Peterborough Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",1039,water street,K9H 3P5,peterborough,Ontario,"",Peterborough,3515014,35,-78.3162444|44.32917075
477,Bevan Village,"",Nursing and residential care facilities,Province of British Columbia,"",33386,bevan ave,V2S 5G6,abbotsford,British Columbia,33386 bevan ave abbotsford bc v2s 5g6,Abbotsford,5909052,59,-122.2992395|49.0413325
4771,Phoenix Rising Non-Profit Homes and Women's Centre Inc.,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",2,manitou drive,P6B 6G5,sault ste marie,Ontario,"",Sault Ste. Marie,3557061,35,-84.27552334|46.5234901
4776,Pilot Place Society,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",70,lombard street,M5C 2W2,toronto,Ontario,"",Toronto,3520005,35,-79.37469238|43.65201689
4777,Pinecrest Home,community support service,Nursing and residential care facilities,Province of Ontario,"",1220,valley drive,P9N 2W7,kenora,Ontario,"",Kenora,3560010,35,-94.46311879|49.77992374
4778,Pine Meadow Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",124,lloyd street,K0H 2G0,northbrook,Ontario,"",Addington Highlands,3511035,35,-77.1556304|44.7375315
4779,Pine River Institute,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",180,dundas street w,M5G 1Z8,toronto,Ontario,"",Toronto,3520005,35,-79.38637899|43.65541839
4780,Pine Villa Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",490,hamilton regional road 8,L8G 1G6,hamilton,Ontario,"",Hamilton,3525005,35,-79.71616285|43.21627369
4781,Pine Villa Retirement,retirement home,Nursing and residential care facilities,Province of Ontario,"",120,pine street,L9Y 2N9,collingwood,Ontario,"",Collingwood,3543031,35,-80.21902023|44.49980349
4784,Pinecrest (Plantagenet),long-term care home,Nursing and residential care facilities,Province of Ontario,"",101,parent street,K0B 1L0,plantagenet,Ontario,"",Alfred and Plantagenet,3502023,35,-74.99812112|45.5420141
4785,Pinecrest Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,"",399,bob street,N0G 2H0,lucknow,Ontario,"",Huron-Kinloss,3541015,35,-81.51071469|43.95579153
