entry.id,jurisdiction,date.announced,date.implemented,category,type,primary.source.(news.release.or.specific.resource),secondary.source,action,level,indigenous.population.group,who,what,effective.until
NS140,Nova Scotia,18550,18550,case management,contact tracing,https://novascotia.ca/news/release/?id=20201015001,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that the national exposure notification app covid alert is now available in n.s.,18988
NS141,Nova Scotia,18562,18569,travel,restrictions,https://novascotia.ca/news/release/?id=20201027002,Not applicable,Easing,Provincial/territorial,FALSE,department of labour and advanced education,"permitted international students to enter n.s. for post-secondary education after subjected to self-isolation requirements; post-secondary institutions are responsible for oversight of students, quarantine accommodations and transportation from airports",18988
NS143,Nova Scotia,18569,18569,closures/openings,recreation,https://novascotia.ca/news/release/?id=20201103001,Not applicable,Easing,Provincial/territorial,FALSE,department of education and early childhood development,announced gradual opening of school gyms for community physical activity and sports,18988
NS144,Nova Scotia,18575,18575,travel,self-isolation,https://novascotia.ca/news/release/?id=20201109005,Not applicable,Tightening,Provincial/territorial,FALSE,department of health and wellness,"implemented stricter self-isolation requirements for non-essential travel from outside the atlantic bubble: upon arrival of the person travelling for non-essential reasons, all members in the hosting home are required to self-isolate for 14 days; visitors are not permitted and no one in the home may leave the property",18988
NS149,Nova Scotia,18586,18589,distancing,gatherings,https://novascotia.ca/news/release/?id=20201120003,Not applicable,Tightening,Regional,FALSE,department of health and wellness,"for halifax regional municipality and hants county (some areas excluded), limited social gatherings to a maximum of 5 (or the total number of members of a household) without the need to distance; limited organized outdoor gatherings to a maximum of 150 and indoor gatherings to a maximum of 50% capacity or 100, with distancing; limited unorganized gatherings to a maximum of 25",18988
NS150,Nova Scotia,18586,18589,health services,visitors,https://novascotia.ca/news/release/?id=20201120003,Not applicable,Tightening,Provincial/territorial,FALSE,department of health and wellness,restricted off-site visits for residents in long-term care to a sight-seeing car ride provided by a designated caregiver,18988
NS151,Nova Scotia,18586,18589,case management,contact tracing,https://novascotia.ca/news/release/?id=20201120003,Not applicable,Tightening,Provincial/territorial,FALSE,department of health and wellness,mandated that full-service restaurants and licensed establishments collect contact information from at least one person in each party and retain the information for 4 weeks,18988
NS152,Nova Scotia,18590,18592,public information,masks,https://novascotia.ca/news/release/?id=20201124004,Not applicable,Tightening,Regional,FALSE,department of health and wellness,"for halifax regional municipality and hants county (some areas excluded), expanded mandatory masking to include commons areas of multi-unit residential buildings",18988
NS153,Nova Scotia,18590,18592,closures/openings,non-essential services,https://novascotia.ca/news/release/?id=20201124004,Not applicable,Tightening,Regional,FALSE,department of health and wellness,"for halifax regional municipality and hants county (some areas excluded), limited restaurants and liquor serving establishments to takeout only; paused faith-based activities",18988
NS154,Nova Scotia,18590,18592,closures/openings,recreation,https://novascotia.ca/news/release/?id=20201124004,Not applicable,Tightening,Regional,TRUE,department of health and wellness,"for halifax regional municipality and hants county (some areas excluded) paused organized sport, recreational, athletic, arts and cultural activities; closed libraries, museums, gyms and recreational facilities, casinos and first nations gaming establishments; restricted retail stores to 25% capacity",18988
NS155,Nova Scotia,18590,18592,health services,visitors,https://novascotia.ca/news/release/?id=20201124004,Not applicable,Tightening,Provincial/territorial,FALSE,department of health and wellness,"suspended visitation in long-term care, adult residential centres and regional rehabilitation centres, except for volunteers and designated caregivers",18988
NS156,Nova Scotia,18600,18604,case management,test criteria,https://novascotia.ca/news/release/?id=20201204004,https://novascotia.ca/news/release/?id=20201207004,Not applicable,Provincial/territorial,FALSE,department of health and wellness,"expanded testing criteria to include asymptomatic persons who have many social contacts, have not travelled outside the atlantic provinces in the past 14 days, have not visited a potential exposure location and have not been in close contact with a confirmed case",18988
NS157,Nova Scotia,18600,18600,travel,self-isolation,https://novascotia.ca/news/release/?id=20201204004,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,"recommended asymptomatic testing for rotational workers on day 6, 7 or 8 of self-isolation",18988
NS158,Nova Scotia,18614,18614,travel,self-isolation,https://novascotia.ca/news/release/?id=20201218003,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,"amended recommendation for asymptomatic testing of rotational workers to include a test on day 1 or 2 of self-isolation, in addition to the previously recommended test on day 6, 7 or 8",18988
NS159,Nova Scotia,18614,18631,case management,education,https://novascotia.ca/news/release/?id=20201218003,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,"recommended asymptomatic testing for post-secondary students on day 6, 7 or 8 of self-isolation",18988
NS160,Nova Scotia,18605,18605,health services,telemedicine/virtual care,https://novascotia.ca/news/release/?id=20201209002,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,extended availability of physician payment codes for virtual visits to march 31,18717
NS161,Nova Scotia,18607,18617,contextual information,holiday,https://novascotia.ca/news/release/?id=20201211005,Not applicable,Not applicable,Provincial/territorial,FALSE,boards of education,"winter holiday break took place from december 21 to january 8, inclusive",18635
NS166,Nova Scotia,18612,18617,closures/openings,non-essential services,https://novascotia.ca/news/release/?id=20201216006,Not applicable,Tightening,Provincial/territorial,FALSE,department of health and wellness,required restaurants and licensed establishments to stop service at 10 p.m. and close by 11 p.m.; limited retail stores to 25% capacity,18988
NS167,Nova Scotia,18612,18617,distancing,gatherings,https://novascotia.ca/news/release/?id=20201216006,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,"for halifax regional municipality and hants county (some areas excluded), increased the limit on social gatherings to 10 without the need to distance, realigning with the rest of the province",18988
NS168,Nova Scotia,18612,18617,distancing,gatherings,https://novascotia.ca/news/release/?id=20201216006,Not applicable,Tightening,Provincial/territorial,FALSE,department of health and wellness,"limited organized outdoor gatherings (faith gatherings, weddings and funerals) to a maximum of 150 and indoor gatherings to a maximum of 50% capacity or 100, with distancing",18988
NS169,Nova Scotia,18612,18617,closures/openings,recreation,https://novascotia.ca/news/release/?id=20201216006,Not applicable,Tightening,Provincial/territorial,FALSE,department of health and wellness,"limited fitness facilities to 50% capacity with 3-metre distancing for intense activities; prohibited social events, festivals, special events, arts/cultural events and sports events; sports practices, training and arts and culture rehearsals remain permitted with up to 25 without distancing (games, tournaments and performances prohibited)",18988
NS170,Nova Scotia,18612,18617,health services,visitors,https://novascotia.ca/news/release/?id=20201216006,Not applicable,Easing,Provincial/territorial,FALSE,department of health and wellness,permitted long-term care residents to have 2 designated caregivers and for each facility to have a limited number of scheduled visits,18988
NS172,Nova Scotia,18590,18590,case management,test criteria,https://novascotia.ca/news/release/?id=20201124001,https://novascotia.ca/news/release/?id=20201213003,Not applicable,Provincial/territorial,FALSE,department of health and wellness,expanded test criteria to include asymptomatic bar staff and patrons in halifax regional municipality and hants county,18988
NS173,Nova Scotia,18627,18631,closures/openings,non-essential services,https://novascotia.ca/news/release/?id=20201231002,Not applicable,Easing,Provincial/territorial,FALSE,department of health and wellness,"for halifax regional municipality and hants county, permitted restaurants and licensed establishments to resume dine-in services, subject to the requirements of ending service at 10 p.m. and closing by 11 p.m.",18988
NS175,Nova Scotia,18635,18636,travel,restrictions,https://novascotia.ca/news/release/?id=20210108004,Not applicable,Tightening,Provincial/territorial,FALSE,department of health and wellness,"amended the atlantic travel bubble rules, requiring people entering n.s. from n.b. to complete the nova scotia safe check-in form prior to arrival",18988
NS176,Nova Scotia,18635,18636,travel,self-isolation,https://novascotia.ca/news/release/?id=20210108004,Not applicable,Tightening,Provincial/territorial,FALSE,department of health and wellness,"amended the atlantic travel bubble rules, requiring people entering n.s. from n.b. to self-isolate for 14 days upon arrival, with some exceptions",18988
NS177,Nova Scotia,18639,18642,travel,restrictions,https://novascotia.ca/news/release/?id=20210112006,Not applicable,Tightening,Provincial/territorial,FALSE,department of health and wellness,"announced mandatory asymptomatic testing of rotational workers: workers must be tested once on day 1 or 2 and a second time on day 6, 7 or 8, or may be subject to a $1000 fine",18988
NS178,Nova Scotia,18597,18597,health workforce,change in practice,http://mrcns.ca/index.php/communications-and-resources/,http://mrcns.ca/index.php/site/ordering_and_administering_of_covid19_tests_policy/,Not applicable,Provincial/territorial,FALSE,midwifery regulatory council of nova scotia,announced approval for registered midwives to order and administer covid-19 tests according to current protocols,18988
NS180,Nova Scotia,18631,18626,vaccine,purchasing and allocation,https://globalnews.ca/news/7554675/nova-scotia-long-term-care-vaccine-plan/,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,"received first shipment of 3,700 doses of moderna vaccine",18988
NS181,Nova Scotia,18612,18612,vaccine,phase changes and milestones,https://novascotia.ca/news/release/?id=20201215003,https://atlantic.ctvnews.ca/a-generational-moment-covid-19-vaccinations-begin-in-atlantic-canada-1.5233337,Not applicable,Provincial/territorial,FALSE,nova scotia health,first covid-19 vaccinations administered; first recipients were health care workers,18988
NS184,Nova Scotia,18649,18652,closures/openings,recreation,https://novascotia.ca/news/release/?id=20210122005,Not applicable,Easing,Provincial/territorial,FALSE,"premier, department of health and wellness","permitted sports, arts and culture activities to resume; spectators not permitted and practices limited to 50 people",18988
NS185,Nova Scotia,18649,18652,health services,visitors,https://novascotia.ca/news/release/?id=20210122005,Not applicable,Easing,Provincial/territorial,FALSE,"premier, department of health and wellness",opened adult service centres and regional rehabilitation centres for visits and volunteering,18988
NS186,Nova Scotia,18656,18656,health services,other,https://novascotia.ca/news/release/?id=20210129004,Not applicable,Not applicable,Municipal,FALSE,premier's office,announced the addition of 230 long-term care beds in response to covid-19 outbreaks,18988
NS188,Nova Scotia,18663,18666,closures/openings,non-essential services,https://novascotia.ca/news/release/?id=20210205008,Not applicable,Easing,Provincial/territorial,FALSE,department of health and wellness,permitted retail businesses to operate at 75% capacity,18988
NS189,Nova Scotia,18663,18666,distancing,gatherings,https://novascotia.ca/news/release/?id=20210205008,Not applicable,Easing,Provincial/territorial,FALSE,department of health and wellness,"permitted organized gatherings (e.g., weddings, festivals, meetings, bingo, etc.) of 100 people indoors (or 50% capacity) and 150 outdoors, with distancing, until 11 p.m. (alcohol/food prohibited at 10 p.m.); organized clubs permitted to have cohorts of 15 people indoors and outdoors, with distancing",18988
NS190,Nova Scotia,18663,18666,closures/openings,recreation,https://novascotia.ca/news/release/?id=20210205008,Not applicable,Easing,Provincial/territorial,FALSE,department of health and wellness,permitted indoor and outdoor fitness facilities to operate at 75% capacity (with distancing); spectators permitted during sport and cultural events (except schools),18988
NS191,Nova Scotia,18667,18668,travel,self-isolation,https://novascotia.ca/news/release/?id=20210209005,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","amended the atlantic travel bubble rules, requiring people entering n.s. from n.l. to self-isolate for 14 days upon arrival; arrivals from n.l. prior to 14 days before feb 10 should get tested",18988
NS192,Nova Scotia,18667,18668,travel,restrictions,https://novascotia.ca/news/release/?id=20210209005,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","amended the atlantic travel bubble rules, requiring people entering n.s. from n.l. to complete the nova scotia safe check-in form prior to arrival (unless exempt—e.g., travelling workers, health and legal services, custody sharing)",18988
NS194,Nova Scotia,18678,18678,case management,assessment centres,https://novascotia.ca/news/release/?id=20210220001,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced the openings of pop-up centres and public health mobile health units for asymptomatic community testing,18988
NS198,Nova Scotia,18684,18685,health services,visitors,https://novascotia.ca/news/release/?id=20210226005,Not applicable,Tightening,Regional,FALSE,"premier, department of health and wellness",limited residents of long-term care homes to their designated caregivers in the halifax regional municipality and regions in hants and lunenburg counties; leave for medical appointments or drives remains permitted,18713
NS200,Nova Scotia,18684,18687,travel,self-isolation,https://novascotia.ca/coronavirus/docs/health-protection-act-order-by-the-medical-officer-of-health.pdf,https://novascotia.ca/news/release/?id=20210226005,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","required regular travellers (e.g., rotational/specialized workers, parents and children for child custody purposes) travelling outside n.s. or p.e.i. to have 3 mandatory covid-19 tests during their 14-day self isolation; modified definition of rotational workers, subjecting international workers to federal travelling requirements",18988
NS202,Nova Scotia,18688,18688,vaccine,phase changes and milestones,https://novascotia.ca/news/release/?id=20210302003 ,https://novascotia.ca/coronavirus/docs/COVID-19-immunization-plan-overview-poster-en.pdf,Not applicable,Provincial/territorial,FALSE,department of health and wellness,entered phase 2 of the covid-19 immunization plan,18988
NS203,Nova Scotia,18688,18688,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210302003 ,https://novascotia.ca/coronavirus/docs/COVID-19-immunization-plan-overview-poster-en.pdf,Not applicable,Provincial/territorial,FALSE,department of health and wellness,"expanded vaccine eligibility to include all hospital staff who may come into contact with patients and those who provide direct patient care (e.g., doctors and nurses in community settings, dentists, pharmacists); individuals will be vaccinated based on age",18988
NS206,Nova Scotia,18689,18689,vaccine,purchasing and allocation,https://novascotia.ca/news/release/?id=20210303001,https://novascotia.ca/news/release/?id=20210309005,Not applicable,Provincial/territorial,FALSE,department of health and wellness,"received 1st shipment of 13,000 doses of the astrazeneca vaccine",18988
NS207,Nova Scotia,18689,18706,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210303001,https://novascotia.ca/news/release/?id=20210309005,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that nova scotians between the ages of 50 and 64 will be eligible to be vaccinated by the astrazeneca vaccine at 26 pharmacies and physician clinics across the province,18988
NS208,Nova Scotia,18690,18691,travel,restrictions,https://novascotia.ca/news/release/?id=20210304003,Not applicable,Easing,Regional,FALSE,"premier, department of health and wellness","permitted travel to and from the restricted areas of halifax regional municipality, hants and lunenburg counties",18988
NS209,Nova Scotia,18690,18691,closures/openings,non-essential services,https://novascotia.ca/news/release/?id=20210304003,Not applicable,Easing,Regional,FALSE,"premier, department of health and wellness","for halifax regional municipality, hants and lunenburg counties, permitted restaurants and licensed establishments to provide dine-in services 1 hour later, with the requirement to stop service by 10 p.m. and close by 11 p.m.",18988
NS210,Nova Scotia,18690,18691,closures/openings,recreation,https://novascotia.ca/news/release/?id=20210304003,Not applicable,Easing,Regional,FALSE,"premier, department of health and wellness","for halifax regional municipality, hants and lunenburg counties, permitted arts and sports (recreational, amateur, professional) events in groups of 60 people without distancing for training, practices and regular competition; permitted spectators as long as host facilities have a gathering plan",18988
NS211,Nova Scotia,18690,18691,distancing,gatherings,https://novascotia.ca/news/release/?id=20210304003,Not applicable,Easing,Regional,FALSE,"premier, department of health and wellness","for halifax regional municipality, hants and lunenburg counties, permitted gatherings for weddings and funerals of up to 100 people indoors (or 50% capacity) and 150 people outdoors, with distancing; receptions and visitation remain prohibited",18988
NS213,Nova Scotia,18690,18692,closures/openings,education,https://novascotia.ca/news/release/?id=20210304003,Not applicable,Easing,Regional,FALSE,department of education and early childhood development,"for halifax regional municipality, hants and lunenburg counties, opened public school gyms for after-school use",18988
NS214,Nova Scotia,18698,18701,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210312008,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,"expanded vaccine eligibility to include individuals age 80 or older, born between jan. 1 and apr. 30",18988
NS217,Nova Scotia,18705,18708,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210319007,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,"announced that individuals age 80 and older, born between sept. 1 and dec. 31, are now eligible for vaccination as outlined in the covid-19 immunization plan",18988
NS219,Nova Scotia,18705,18706,travel,restrictions,https://novascotia.ca/news/release/?id=20210319010,Not applicable,Easing,Provincial/territorial,FALSE,government of nova scotia,"formed an atlantic travel bubble with p.e.i. and n.b., allowing residents of atlantic canada to enter n.s. for non-essential travel",18988
NS220,Nova Scotia,18705,18706,travel,self-isolation,https://novascotia.ca/news/release/?id=20210319010,Not applicable,Easing,Provincial/territorial,FALSE,government of nova scotia,"formed an atlantic travel bubble with p.e.i. and n.b., allowing residents of atlantic canada to enter n.s. without self-isolating for 14 days",18988
NS221,Nova Scotia,18705,18706,distancing,gatherings,https://novascotia.ca/news/release/?id=20210319010,Not applicable,Easing,Provincial/territorial,FALSE,"premier, department of health and wellness","permitted household gatherings of households plus up to 10 others; permitted organized outdoor gatherings (e.g., weddings, social events, arts, wedding and funeral receptions, business meetings) of up to 150 and indoor gatherings of up to 100 people (or 50% capacity), with distancing; organized clubs can break into cohorts of 15 following day-camp guidelines",18988
NS222,Nova Scotia,18705,18706,closures/openings,non-essential services,https://novascotia.ca/news/release/?id=20210319010,Not applicable,Easing,Provincial/territorial,FALSE,"premier, department of health and wellness",permitted restaurants and licensed establishments to have dine-in services until 11 p.m. and close by midnight; permitted retail businesses and malls to operate at 75% capacity with public health measures,18988
NS223,Nova Scotia,18705,18706,closures/openings,recreation,https://novascotia.ca/news/release/?id=20210319010,Not applicable,Easing,Provincial/territorial,FALSE,"premier, department of health and wellness","permitted sports, arts and culture practising and performing of 60 people without distancing; permitted licensed and unlicensed establishments such as community centres, bowling, karaoke, charities and organized clubs to operate",18988
NS224,Nova Scotia,18705,18706,health services,visitors,https://novascotia.ca/news/release/?id=20210319010,Not applicable,Easing,Provincial/territorial,FALSE,"premier, department of health and wellness","permitted visitors in long-term care facilities, adult residential centres and regional rehabilitation centres; permitted community access by residents in adult residential centres and regional rehabilitation centres",18988
NS227,Nova Scotia,18695,18689,vaccine,implementation plans and frameworks,https://novascotia.ca/news/release/?id=20210309005,https://www.cbc.ca/news/canada/nova-scotia/covid-vaccine-june-first-dose-1.5936431,Not applicable,Provincial/territorial,FALSE,government of nova scotia,"increased the time interval between the 1st and 2nd dose of covid-19 vaccines (pfizer, moderna and astrazeneca) to 16 weeks",18988
NS229,Nova Scotia,18712,18347,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210326004,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 75 to 79 are now eligible for vaccination,18988
NS230,Nova Scotia,18711,18711,travel,restrictions,https://novascotia.ca/news/release/?id=20210325004,Not applicable,Tightening,Municipal,FALSE,"premier, department of health and wellness",asked nova scotians to avoid non-essential travel to the city of edmundston and surrounding communities in n.b. as a result of increased cases,18988
NS231,Nova Scotia,18723,18723,travel,restrictions,https://novascotia.ca/news/release/?id=20210406004,Not applicable,Easing,Provincial/territorial,FALSE,"premier, department of health and wellness","resumed atlantic travel bubble with n.l., allowing residents of n.l. to enter n.s. for non-essential travel; this reopening completed the full resumption of the atlantic travel bubble",18988
NS232,Nova Scotia,18723,18723,travel,self-isolation,https://novascotia.ca/news/release/?id=20210406004,Not applicable,Easing,Provincial/territorial,FALSE,"premier, department of health and wellness","resumed atlantic travel bubble with n.l., allowing residents of n.l. to enter n.s. without self-isolating for 14 days",18988
NS233,Nova Scotia,18723,18723,closures/openings,non-essential services,https://novascotia.ca/news/release/?id=20210406004,Not applicable,Easing,Provincial/territorial,FALSE,"premier, department of health and wellness","permitted malls and retail businesses to resume operating at full capacity, with distancing",18988
NS234,Nova Scotia,18723,18723,closures/openings,recreation,https://novascotia.ca/news/release/?id=20210406004,Not applicable,Easing,Provincial/territorial,FALSE,"premier, department of health and wellness","permitted fitness facilities to resume operating at full capacity, with distancing; permitted sports practices, training and games, and arts and culture rehearsals and performances to have a maximum of 75 people including spectators, with distancing and masks recommended but not required",18988
NS235,Nova Scotia,18730,18732,travel,restrictions,https://novascotia.ca/news/release/?id=20210413003,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","suspended the atlantic travel bubble with n.b., prohibiting non-essential travel (with some exceptions) and requiring completion of the nova scotia safe check-in form",18988
NS236,Nova Scotia,18730,18732,travel,self-isolation,https://novascotia.ca/news/release/?id=20210413003,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","suspended the atlantic travel bubble with n.b., requiring self-isolation for 14 days upon entry into n.s. (with some exceptions); travellers asked to be tested at the beginning and end of the self-isolation, and anyone exempt asked to get tested 3 times in their 1st 14 days in n.s.",18988
NS237,Nova Scotia,18737,18739,travel,restrictions,https://novascotia.ca/news/release/?id=20210420006,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","suspended travel for people outside n.l. and p.e.i., prohibiting non-essential travel (with some exceptions) and requiring completion of the nova scotia safe check-in form",18988
NS238,Nova Scotia,18737,18739,travel,self-isolation,https://novascotia.ca/news/release/?id=20210420006,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","travellers from outside n.l. and p.e.i. asked to test at the beginning and end of the self-isolation, and anyone exempt asked to get tested 3 times in their 1st 14 days in n.s.",18988
NS239,Nova Scotia,18747,18747,case management,test criteria,https://novascotia.ca/news/release/?id=20210430006,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,"temporarily discontinued asymptomatic testing at assessment centres, except for recent travellers, close contacts of confirmed cases and those who have been at exposure locations",18988
NS240,Nova Scotia,18739,18740,travel,restrictions,https://novascotia.ca/news/release/?id=20210422005,Not applicable,Tightening,Regional,FALSE,department of health and wellness,"restricted non-essential travel into halifax regional municipality and its neighbouring communities of hubbards, milford, lantz, elmsdale, enfield, mount uniacke, south uniacke, ecum secum and trafalgar",18988
NS242,Nova Scotia,18739,18740,closures/openings,education,https://novascotia.ca/news/release/?id=20210422005,Not applicable,Tightening,Regional,FALSE,department of health and wellness,mandated the wearing of masks for all students in schools,18988
NS243,Nova Scotia,18739,18740,distancing,gatherings,https://novascotia.ca/news/release/?id=20210422005,Not applicable,Tightening,Regional,FALSE,department of health and wellness,"for halifax regional municipality and neighbouring communities, limited indoor and outdoor gatherings to 5; weddings and funerals limited to 5 plus officiants; prohibited wedding receptions and funeral visitations or receptions",18988
NS244,Nova Scotia,18739,18740,closures/openings,non-essential services,https://novascotia.ca/news/release/?id=20210422005,Not applicable,Tightening,Regional,FALSE,department of health and wellness,"for halifax regional municipality and neighbouring communities, prohibited in-person dining at restaurants and licensed establishments; limited retail businesses and malls to 25% capacity; closed all personal services such as hair salons, barbers and spas; prohibited faith gatherings",18988
NS245,Nova Scotia,18739,18740,closures/openings,recreation,https://novascotia.ca/news/release/?id=20210422005,Not applicable,Tightening,Regional,FALSE,department of health and wellness,"for halifax regional municipality and neighbouring communities, prohibited sports practices, training, games, competitions or tournaments, arts and culture rehearsals and in-person performances, school gyms for community use; closed indoor fitness and recreational facilities; outdoor facilities permitted to continue operating with a maximum of 25 people; closed in-person services at libraries; closed casinos and gaming establishments",18988
NS246,Nova Scotia,18739,18740,public information,masks,https://novascotia.ca/news/release/?id=20210422005,Not applicable,Tightening,Regional,FALSE,department of health and wellness,"for halifax regional municipality and neighbouring communities, mandated the wearing of masks in common areas of all indoor private businesses",18988
NS247,Nova Scotia,18739,18740,health services,visitors,https://novascotia.ca/news/release/?id=20210422005,Not applicable,Tightening,Regional,FALSE,department of health and wellness,"for halifax regional municipality and its neighbouring communities, suspended indoor visitation in long-term care except for designated care providers; scheduled outdoor visits continue to be permitted; suspended all visitation and community access in homes licensed by the department of community services under the homes for special care act",18988
NS248,Nova Scotia,18742,18742,distancing,gatherings,https://novascotia.ca/news/release/?id=20210425003,Not applicable,Tightening,Regional,FALSE,department of health and wellness,"for all of n.s. except for halifax regional municipality and neighbouring communities, limited indoor and outdoor gatherings to 10",18767
NS249,Nova Scotia,18743,18744,closures/openings,education,https://novascotia.ca/news/release/?id=20210426002,Not applicable,Tightening,Regional,FALSE,department of education and early childhood development,halifax regional municipality and neighbouring communities closed public schools (april 27) and moved to at-home learning (april 29),18988
NS250,Nova Scotia,18743,18743,closures/openings,education,https://novascotia.ca/news/release/?id=20210426006,Not applicable,Tightening,Provincial/territorial,FALSE,department of health and wellness,"for all of n.s., stopped school field trips and school-organized activities that bring students from different schools together",18988
NS251,Nova Scotia,18743,18744,distancing,gatherings,https://novascotia.ca/news/release/?id=20210426006,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","for all of n.s. except for halifax regional municipality and neighbouring communities, suspended social events, wedding receptions and funeral visitation or receptions; indoor and outdoor gathering limit continues to be 10",18988
NS252,Nova Scotia,18743,18744,closures/openings,non-essential services,https://novascotia.ca/news/release/?id=20210426006,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","for all of n.s. except for halifax regional municipality and neighbouring communities, limited restaurants and licensed establishments to 50% capacity, stopping service at 11 p.m. and closing by midnight; personal services permitted to operate but cannot provide services that require removal of a mask; limited faith gatherings to 100 or 25% capacity indoors and 150 outdoors",18988
NS253,Nova Scotia,18743,18744,closures/openings,recreation,https://novascotia.ca/news/release/?id=20210426006,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","for all of n.s. except for halifax regional municipality and neighbouring communities, limited casinos and gaming establishments to 50% capacity, stopping food and beverage service at 11 p.m. and closing by midnight; limited indoor sports and fitness facilities, museums and libraries to 50% capacity; outdoor fitness and recreation businesses limited to 25; limited business meetings and virtual gatherings and performances to 25; limited sports practices (games and competitions prohibited) and arts and culture rehearsals to 10 indoors and 25 outdoors",18988
NS254,Nova Scotia,18743,18744,public information,masks,https://novascotia.ca/news/release/?id=20210426006,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","for all of n.s., mandated the wearing of masks in common areas of all indoor private businesses",18988
NS256,Nova Scotia,18744,18745,travel,restrictions,https://novascotia.ca/news/release/?id=20210427003,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","for all of n.s., restricted non-essential travel between communities (defined as the municipality where someone lives)",18988
NS257,Nova Scotia,18744,18745,closures/openings,education,https://novascotia.ca/news/release/?id=20210427003,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","for all of n.s., closed all public and private schools",18988
NS258,Nova Scotia,18744,18745,closures/openings,daycares,https://novascotia.ca/news/release/?id=20210427003,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","for all of n.s., mandated the wearing of masks for staff, visitors and children over 2 years old in indoor child care settings",18988
NS259,Nova Scotia,18744,18745,public information,masks,https://novascotia.ca/news/release/?id=20210427003,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","for all of n.s., mandated the wearing of masks outdoors where distancing cannot be maintained",18988
NS260,Nova Scotia,18744,18745,closures/openings,non-essential services,https://novascotia.ca/news/release/?id=20210427003,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","for all of n.s., closed retail stores for in-person service except for essential goods and services; closed personal services such as hair salons, barber shops and spas; limited restaurants and licensed establishments to takeout or delivery; limited nova scotia liquor commission and essential goods and services stores to 25% capacity",18988
NS261,Nova Scotia,18744,18745,closures/openings,recreation,https://novascotia.ca/news/release/?id=20210427003,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","for all of n.s., closed all sports and fitness facilities, though outdoor recreation activities are allowed and encouraged to a maximum of 5 people with distancing; closed indoor recreation businesses, casinos and gaming establishments, museums and art galleries; limited libraries to pick-up and drop-off services",18988
NS262,Nova Scotia,18744,18745,health services,visitors,https://novascotia.ca/news/release/?id=20210427003,Not applicable,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","for all of n.s., suspended visitation and community access in long-term care homes (except for designated care providers) and homes licensed by the department of community services under the homes for special care act",18988
NS263,Nova Scotia,18747,18747,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210430001,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 40 to 54 are now eligible for the astrazeneca vaccine,18988
NS264,Nova Scotia,18750,18750,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210503001,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 50 to 54 are now eligible for vaccination (pfizer and moderna),18988
NS265,Nova Scotia,18754,18754,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210507002,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 45 to 49 are eligible for vaccination (pfizer and moderna),18988
