"CSDUID2016","HRUID2018","HR","Province"
3548073,3547,"North Bay Parry Sound","Ontario"
3556095,3556,"Porcupine","Ontario"
3559051,3549,"Northwestern","Ontario"
3543069,3560,"Simcoe Muskoka","Ontario"
3560007,3549,"Northwestern","Ontario"
3518022,3530,"Durham","Ontario"
3514027,3535,"Haliburton Kawartha Pine Ridge","Ontario"
3554032,3563,"Timiskaming","Ontario"
3554008,3563,"Timiskaming","Ontario"
3528037,3527,"Brant","Ontario"
3557075,3526,"Algoma","Ontario"
3559026,3549,"Northwestern","Ontario"
3552053,3561,"Sudbury","Ontario"
3558016,3562,"Thunder Bay","Ontario"
3559066,3549,"Northwestern","Ontario"
3536029,3540,"Chatham-Kent","Ontario"
3558080,3549,"Northwestern","Ontario"
3547037,3557,"Renfrew","Ontario"
3560083,3549,"Northwestern","Ontario"
3559001,3549,"Northwestern","Ontario"
3560081,3562,"Thunder Bay","Ontario"
3558095,3562,"Thunder Bay","Ontario"
3556093,3556,"Porcupine","Ontario"
3560065,3549,"Northwestern","Ontario"
3559011,3549,"Northwestern","Ontario"
3558067,3562,"Thunder Bay","Ontario"
3558065,3562,"Thunder Bay","Ontario"
3558069,3562,"Thunder Bay","Ontario"
3557072,3526,"Algoma","Ontario"
3560050,3556,"Porcupine","Ontario"
3554066,3563,"Timiskaming","Ontario"
3524015,3553,"Peel","Ontario"
3552058,3561,"Sudbury","Ontario"
3551040,3561,"Sudbury","Ontario"
3544071,3560,"Simcoe Muskoka","Ontario"
3558034,3562,"Thunder Bay","Ontario"
3556096,3556,"Porcupine","Ontario"
3560051,3556,"Porcupine","Ontario"
3559068,3549,"Northwestern","Ontario"
3560096,3562,"Thunder Bay","Ontario"
3560071,3549,"Northwestern","Ontario"
3560085,3562,"Thunder Bay","Ontario"
3558100,3562,"Thunder Bay","Ontario"
3558068,3562,"Thunder Bay","Ontario"
3560058,3549,"Northwestern","Ontario"
3551044,3561,"Sudbury","Ontario"
3560068,3549,"Northwestern","Ontario"
3560080,3549,"Northwestern","Ontario"
3560076,3549,"Northwestern","Ontario"
3560061,3549,"Northwestern","Ontario"
3560095,3549,"Northwestern","Ontario"
3560005,3549,"Northwestern","Ontario"
3544073,3560,"Simcoe Muskoka","Ontario"
3556033,3556,"Porcupine","Ontario"
3560064,3549,"Northwestern","Ontario"
3559030,3549,"Northwestern","Ontario"
3559052,3549,"Northwestern","Ontario"
3528035,3527,"Brant","Ontario"
3559064,3549,"Northwestern","Ontario"
3549075,3547,"North Bay Parry Sound","Ontario"
3549072,3547,"North Bay Parry Sound","Ontario"
3560053,3562,"Thunder Bay","Ontario"
3560070,3549,"Northwestern","Ontario"
3557094,3526,"Algoma","Ontario"
3523050,3533,"Grey Bruce","Ontario"
3558085,3549,"Northwestern","Ontario"
3549077,3547,"North Bay Parry Sound","Ontario"
3541056,3533,"Grey Bruce","Ontario"
3516010,3555,"Peterborough","Ontario"
3542045,3560,"Simcoe Muskoka","Ontario"
3560057,3549,"Northwestern","Ontario"
3559069,3549,"Northwestern","Ontario"
3560086,3562,"Thunder Bay","Ontario"
3560052,3556,"Porcupine","Ontario"
3560090,3556,"Porcupine","Ontario"
3559048,3549,"Northwestern","Ontario"
3560093,3562,"Thunder Bay","Ontario"
3560104,3549,"Northwestern","Ontario"
3553040,3561,"Sudbury","Ontario"
3556100,3556,"Porcupine","Ontario"
3560091,3556,"Porcupine","Ontario"
3560088,3562,"Thunder Bay","Ontario"
3542004,3566,"Wellington Dufferin Guelph","Ontario"
3529021,3527,"Brant","Ontario"
3560060,3549,"Northwestern","Ontario"
3560082,3549,"Northwestern","Ontario"
3556102,3556,"Porcupine","Ontario"
3551100,3561,"Sudbury","Ontario"
3558097,3562,"Thunder Bay","Ontario"
3551034,3561,"Sudbury","Ontario"
3560077,3549,"Northwestern","Ontario"
3560067,3549,"Northwestern","Ontario"
3560054,3549,"Northwestern","Ontario"
3560078,3562,"Thunder Bay","Ontario"
3560089,3549,"Northwestern","Ontario"
3560097,3549,"Northwestern","Ontario"
3559053,3549,"Northwestern","Ontario"
3559065,3549,"Northwestern","Ontario"
3559061,3549,"Northwestern","Ontario"
3560084,3549,"Northwestern","Ontario"
3560102,3549,"Northwestern","Ontario"
3560059,3549,"Northwestern","Ontario"
3560046,3549,"Northwestern","Ontario"
3560069,3549,"Northwestern","Ontario"
3548072,3563,"Timiskaming","Ontario"
3554057,3563,"Timiskaming","Ontario"
3557026,3526,"Algoma","Ontario"
3557078,3526,"Algoma","Ontario"
4609024,4605,"Southern Health","Manitoba"
4602069,4605,"Southern Health","Manitoba"
4608055,4602,"Prairie Mountain","Manitoba"
4617035,4602,"Prairie Mountain","Manitoba"
4616005,4602,"Prairie Mountain","Manitoba"
4617048,4602,"Prairie Mountain","Manitoba"
4617054,4602,"Prairie Mountain","Manitoba"
4602041,4605,"Southern Health","Manitoba"
4607062,4602,"Prairie Mountain","Manitoba"
4618037,4603,"Interlake-Eastern","Manitoba"
4613056,4603,"Interlake-Eastern","Manitoba"
4611040,4601,"Winnipeg","Manitoba"
4601039,4605,"Southern Health","Manitoba"
4613043,4603,"Interlake-Eastern","Manitoba"
4617050,4602,"Prairie Mountain","Manitoba"
4612047,4603,"Interlake-Eastern","Manitoba"
4614036,4603,"Interlake-Eastern","Manitoba"
4607052,4602,"Prairie Mountain","Manitoba"
4608046,4605,"Southern Health","Manitoba"
4608032,4602,"Prairie Mountain","Manitoba"
4619045,4602,"Prairie Mountain","Manitoba"
4619068,4602,"Prairie Mountain","Manitoba"
4608042,4602,"Prairie Mountain","Manitoba"
4606031,4602,"Prairie Mountain","Manitoba"
4602024,4605,"Southern Health","Manitoba"
4619045,4603,"Interlake-Eastern","Manitoba"
4601057,4603,"Interlake-Eastern","Manitoba"
4609018,4605,"Southern Health","Manitoba"
4604052,4602,"Prairie Mountain","Manitoba"
4616048,4602,"Prairie Mountain","Manitoba"
4605071,4602,"Prairie Mountain","Manitoba"
4620042,4602,"Prairie Mountain","Manitoba"
4604057,4602,"Prairie Mountain","Manitoba"
4604064,4605,"Southern Health","Manitoba"
4620066,4602,"Prairie Mountain","Manitoba"
4609029,4605,"Southern Health","Manitoba"
4603041,4605,"Southern Health","Manitoba"
4608069,4605,"Southern Health","Manitoba"
4615078,4602,"Prairie Mountain","Manitoba"
4607060,4602,"Prairie Mountain","Manitoba"
4620055,4602,"Prairie Mountain","Manitoba"
4605032,4602,"Prairie Mountain","Manitoba"
4617072,4602,"Prairie Mountain","Manitoba"
4618040,4603,"Interlake-Eastern","Manitoba"
4616020,4602,"Prairie Mountain","Manitoba"
4602044,4605,"Southern Health","Manitoba"
4615047,4602,"Prairie Mountain","Manitoba"
4620032,4602,"Prairie Mountain","Manitoba"
4602075,4605,"Southern Health","Manitoba"
4619070,4602,"Prairie Mountain","Manitoba"
4615020,4602,"Prairie Mountain","Manitoba"
4607046,4602,"Prairie Mountain","Manitoba"
4603030,4605,"Southern Health","Manitoba"
4607039,4602,"Prairie Mountain","Manitoba"
4602053,4605,"Southern Health","Manitoba"
4613032,4601,"Winnipeg","Manitoba"
4605025,4602,"Prairie Mountain","Manitoba"
4615063,4602,"Prairie Mountain","Manitoba"
4614031,4603,"Interlake-Eastern","Manitoba"
4605044,4602,"Prairie Mountain","Manitoba"
4601051,4603,"Interlake-Eastern","Manitoba"
4603065,4605,"Southern Health","Manitoba"
4623056,4601,"Winnipeg","Manitoba"
4618068,4603,"Interlake-Eastern","Manitoba"
4620051,4602,"Prairie Mountain","Manitoba"
4615056,4602,"Prairie Mountain","Manitoba"
4616030,4602,"Prairie Mountain","Manitoba"
4622049,4604,"Northern","Manitoba"
4622059,4604,"Northern","Manitoba"
4602032,4605,"Southern Health","Manitoba"
4608060,4605,"Southern Health","Manitoba"
4622046,4604,"Northern","Manitoba"
4623064,4604,"Northern","Manitoba"
4605038,4602,"Prairie Mountain","Manitoba"
4605062,4602,"Prairie Mountain","Manitoba"
4621078,4604,"Northern","Manitoba"
4622017,4604,"Northern","Manitoba"
4614015,4603,"Interlake-Eastern","Manitoba"
4605056,4602,"Prairie Mountain","Manitoba"
4619050,4603,"Interlake-Eastern","Manitoba"
4623037,4604,"Northern","Manitoba"
4623034,4604,"Northern","Manitoba"
4609025,4605,"Southern Health","Manitoba"
4602046,4605,"Southern Health","Manitoba"
4614039,4603,"Interlake-Eastern","Manitoba"
4606023,4602,"Prairie Mountain","Manitoba"
4615042,4602,"Prairie Mountain","Manitoba"
4619053,4603,"Interlake-Eastern","Manitoba"
4619056,4603,"Interlake-Eastern","Manitoba"
4620048,4602,"Prairie Mountain","Manitoba"
4620069,4602,"Prairie Mountain","Manitoba"
4612054,4603,"Interlake-Eastern","Manitoba"
4601094,4603,"Interlake-Eastern","Manitoba"
4602057,4605,"Southern Health","Manitoba"
4617058,4602,"Prairie Mountain","Manitoba"
4607057,4602,"Prairie Mountain","Manitoba"
4601035,4605,"Southern Health","Manitoba"
4603067,4605,"Southern Health","Manitoba"
4616046,4602,"Prairie Mountain","Manitoba"
4607071,4602,"Prairie Mountain","Manitoba"
4621033,4604,"Northern","Manitoba"
4603062,4605,"Southern Health","Manitoba"
4615032,4602,"Prairie Mountain","Manitoba"
4621052,4604,"Northern","Manitoba"
4621040,4604,"Northern","Manitoba"
4606016,4602,"Prairie Mountain","Manitoba"
4615075,4602,"Prairie Mountain","Manitoba"
4616017,4602,"Prairie Mountain","Manitoba"
4615037,4602,"Prairie Mountain","Manitoba"
4621025,4604,"Northern","Manitoba"
4615067,4602,"Prairie Mountain","Manitoba"
4604068,4605,"Southern Health","Manitoba"
4610052,4605,"Southern Health","Manitoba"
4610043,4605,"Southern Health","Manitoba"
4601060,4603,"Interlake-Eastern","Manitoba"
4603047,4605,"Southern Health","Manitoba"
4617075,4602,"Prairie Mountain","Manitoba"
4606040,4602,"Prairie Mountain","Manitoba"
4615092,4602,"Prairie Mountain","Manitoba"
4615070,4602,"Prairie Mountain","Manitoba"
4610035,4605,"Southern Health","Manitoba"
4618076,4603,"Interlake-Eastern","Manitoba"
4617041,4602,"Prairie Mountain","Manitoba"
4603074,4605,"Southern Health","Manitoba"
4606034,4602,"Prairie Mountain","Manitoba"
4603072,4605,"Southern Health","Manitoba"
4607068,4602,"Prairie Mountain","Manitoba"
4618056,4603,"Interlake-Eastern","Manitoba"
4601071,4603,"Interlake-Eastern","Manitoba"
4601043,4603,"Interlake-Eastern","Manitoba"
4607066,4602,"Prairie Mountain","Manitoba"
4613037,4601,"Winnipeg","Manitoba"
4621029,4604,"Northern","Manitoba"
4601078,4603,"Interlake-Eastern","Manitoba"
4621064,4604,"Northern","Manitoba"
4601094,4605,"Southern Health","Manitoba"
4623065,4604,"Northern","Manitoba"
4615074,4602,"Prairie Mountain","Manitoba"
4603050,4605,"Southern Health","Manitoba"
4618060,4603,"Interlake-Eastern","Manitoba"
4614042,4603,"Interlake-Eastern","Manitoba"
4607076,4602,"Prairie Mountain","Manitoba"
4613047,4603,"Interlake-Eastern","Manitoba"
4617092,4602,"Prairie Mountain","Manitoba"
4604040,4605,"Southern Health","Manitoba"
4618031,4603,"Interlake-Eastern","Manitoba"
4621045,4604,"Northern","Manitoba"
4617026,4602,"Prairie Mountain","Manitoba"
4612056,4603,"Interlake-Eastern","Manitoba"
4618034,4603,"Interlake-Eastern","Manitoba"
4618055,4603,"Interlake-Eastern","Manitoba"
4623062,4604,"Northern","Manitoba"
4604034,4605,"Southern Health","Manitoba"
4613049,4603,"Interlake-Eastern","Manitoba"
4603058,4605,"Southern Health","Manitoba"
4623047,4604,"Northern","Manitoba"
4617029,4602,"Prairie Mountain","Manitoba"
4622026,4604,"Northern","Manitoba"
4617064,4602,"Prairie Mountain","Manitoba"
4618067,4603,"Interlake-Eastern","Manitoba"
4622051,4604,"Northern","Manitoba"
4618044,4603,"Interlake-Eastern","Manitoba"
4618093,4602,"Prairie Mountain","Manitoba"
4601075,4603,"Interlake-Eastern","Manitoba"
4603053,4605,"Southern Health","Manitoba"
4605052,4602,"Prairie Mountain","Manitoba"
4617026,4605,"Southern Health","Manitoba"
4602037,4605,"Southern Health","Manitoba"
4602061,4605,"Southern Health","Manitoba"
4601046,4603,"Interlake-Eastern","Manitoba"
4602027,4605,"Southern Health","Manitoba"
4601070,4605,"Southern Health","Manitoba"
4622800,4604,"Northern","Manitoba"
4622052,4604,"Northern","Manitoba"
4622058,4604,"Northern","Manitoba"
4619065,4603,"Interlake-Eastern","Manitoba"
4609027,4605,"Southern Health","Manitoba"
4622048,4604,"Northern","Manitoba"
4622063,4604,"Northern","Manitoba"
4611042,4605,"Southern Health","Manitoba"
4622801,4604,"Northern","Manitoba"
4619075,4603,"Interlake-Eastern","Manitoba"
4619082,4603,"Interlake-Eastern","Manitoba"
4603040,4605,"Southern Health","Manitoba"
4623071,4604,"Northern","Manitoba"
4619069,4602,"Prairie Mountain","Manitoba"
4623027,4604,"Northern","Manitoba"
4621035,4604,"Northern","Manitoba"
4619059,4603,"Interlake-Eastern","Manitoba"
4619052,4603,"Interlake-Eastern","Manitoba"
4623022,4604,"Northern","Manitoba"
4618074,4603,"Interlake-Eastern","Manitoba"
4622067,4604,"Northern","Manitoba"
4621071,4604,"Northern","Manitoba"
4621058,4604,"Northern","Manitoba"
4619077,4603,"Interlake-Eastern","Manitoba"
4621043,4604,"Northern","Manitoba"
4619072,4602,"Prairie Mountain","Manitoba"
4622802,4604,"Northern","Manitoba"
4615071,4602,"Prairie Mountain","Manitoba"
4619058,4603,"Interlake-Eastern","Manitoba"
4618091,4603,"Interlake-Eastern","Manitoba"
4608032,4605,"Southern Health","Manitoba"
4613062,4603,"Interlake-Eastern","Manitoba"
4615072,4602,"Prairie Mountain","Manitoba"
4623060,4604,"Northern","Manitoba"
4615049,4602,"Prairie Mountain","Manitoba"
4609026,4605,"Southern Health","Manitoba"
4623067,4604,"Northern","Manitoba"
4623058,4604,"Northern","Manitoba"
4622050,4604,"Northern","Manitoba"
4619045,4604,"Northern","Manitoba"
4618063,4603,"Interlake-Eastern","Manitoba"
4619062,4603,"Interlake-Eastern","Manitoba"
4623800,4604,"Northern","Manitoba"
4606029,4602,"Prairie Mountain","Manitoba"
4618056,4602,"Prairie Mountain","Manitoba"
4602026,4605,"Southern Health","Manitoba"
4601079,4605,"Southern Health","Manitoba"
4621027,4604,"Northern","Manitoba"
4621034,4604,"Northern","Manitoba"
4622065,4604,"Northern","Manitoba"
4601082,4605,"Southern Health","Manitoba"
4619060,4603,"Interlake-Eastern","Manitoba"
4619071,4602,"Prairie Mountain","Manitoba"
4622064,4604,"Northern","Manitoba"
4616025,4602,"Prairie Mountain","Manitoba"
4623039,4604,"Northern","Manitoba"
4618093,4603,"Interlake-Eastern","Manitoba"
4619061,4603,"Interlake-Eastern","Manitoba"
4619054,4603,"Interlake-Eastern","Manitoba"
4618093,4605,"Southern Health","Manitoba"
4619079,4603,"Interlake-Eastern","Manitoba"
4623025,4604,"Northern","Manitoba"
4619051,4603,"Interlake-Eastern","Manitoba"
4622055,4604,"Northern","Manitoba"
4622056,4604,"Northern","Manitoba"
4708032,4703,"Cypress","Saskatchewan"
4713028,4707,"Heartland","Saskatchewan"
4718817,4712,"Keewatin Yatthe","Saskatchewan"
4718030,4712,"Keewatin Yatthe","Saskatchewan"
4712004,4707,"Heartland","Saskatchewan"
4708092,4707,"Heartland","Saskatchewan"
4713006,4707,"Heartland","Saskatchewan"
4708042,4707,"Heartland","Saskatchewan"
4708046,4703,"Cypress","Saskatchewan"
4705052,4705,"Sunrise","Saskatchewan"
4706071,4706,"Saskatoon","Saskatchewan"
4715061,4709,"Prince Albert","Saskatchewan"
4714067,4708,"Kelsey Trail","Saskatchewan"
4706027,4704,"Regina Qu’Appelle","Saskatchewan"
4715036,4706,"Saskatoon","Saskatchewan"
4711079,4706,"Saskatoon","Saskatchewan"
4706038,4704,"Regina Qu’Appelle","Saskatchewan"
4707042,4702,"Five Hills","Saskatchewan"
4713024,4707,"Heartland","Saskatchewan"
4716047,4709,"Prince Albert","Saskatchewan"
4706071,4704,"Regina Qu’Appelle","Saskatchewan"
4711076,4706,"Saskatoon","Saskatchewan"
4707091,4702,"Five Hills","Saskatchewan"
4717032,4710,"Prairie North","Saskatchewan"
4717028,4710,"Prairie North","Saskatchewan"
4705028,4704,"Regina Qu’Appelle","Saskatchewan"
4709033,4705,"Sunrise","Saskatchewan"
4716018,4709,"Prince Albert","Saskatchewan"
4706016,4702,"Five Hills","Saskatchewan"
4717801,4710,"Prairie North","Saskatchewan"
4712029,4707,"Heartland","Saskatchewan"
4708065,4707,"Heartland","Saskatchewan"
4705057,4705,"Sunrise","Saskatchewan"
4709037,4705,"Sunrise","Saskatchewan"
4705050,4705,"Sunrise","Saskatchewan"
4701031,4701,"Sun Country","Saskatchewan"
4716008,4706,"Saskatoon","Saskatchewan"
4708074,4707,"Heartland","Saskatchewan"
4709006,4705,"Sunrise","Saskatchewan"
4708053,4703,"Cypress","Saskatchewan"
4710036,4705,"Sunrise","Saskatchewan"
4714843,4708,"Kelsey Trail","Saskatchewan"
4705063,4705,"Sunrise","Saskatchewan"
4705063,4704,"Regina Qu’Appelle","Saskatchewan"
4702057,4701,"Sun Country","Saskatchewan"
4710062,4706,"Saskatoon","Saskatchewan"
4708056,4703,"Cypress","Saskatchewan"
4712079,4710,"Prairie North","Saskatchewan"
4716029,4710,"Prairie North","Saskatchewan"
4706042,4704,"Regina Qu’Appelle","Saskatchewan"
4706050,4704,"Regina Qu’Appelle","Saskatchewan"
4711066,4706,"Saskatoon","Saskatchewan"
4716033,4709,"Prince Albert","Saskatchewan"
4706026,4704,"Regina Qu’Appelle","Saskatchewan"
4701063,4701,"Sun Country","Saskatchewan"
4711065,4706,"Saskatoon","Saskatchewan"
4701056,4701,"Sun Country","Saskatchewan"
4706011,4704,"Regina Qu’Appelle","Saskatchewan"
4718074,4712,"Keewatin Yatthe","Saskatchewan"
4715070,4709,"Prince Albert","Saskatchewan"
4715099,4709,"Prince Albert","Saskatchewan"
4711061,4706,"Saskatoon","Saskatchewan"
4714077,4708,"Kelsey Trail","Saskatchewan"
4718075,4712,"Keewatin Yatthe","Saskatchewan"
4702026,4701,"Sun Country","Saskatchewan"
4718090,4711,"Mamawetan Churchill River","Saskatchewan"
4710061,4706,"Saskatoon","Saskatchewan"
4716013,4709,"Prince Albert","Saskatchewan"
4709012,4705,"Sunrise","Saskatchewan"
4709062,4705,"Sunrise","Saskatchewan"
4712026,4706,"Saskatoon","Saskatchewan"
4715011,4706,"Saskatoon","Saskatchewan"
4712020,4707,"Heartland","Saskatchewan"
4717054,4710,"Prairie North","Saskatchewan"
4709023,4705,"Sunrise","Saskatchewan"
4715034,4706,"Saskatoon","Saskatchewan"
4716060,4709,"Prince Albert","Saskatchewan"
4709024,4705,"Sunrise","Saskatchewan"
4712046,4707,"Heartland","Saskatchewan"
4705067,4705,"Sunrise","Saskatchewan"
4710046,4706,"Saskatoon","Saskatchewan"
4715054,4709,"Prince Albert","Saskatchewan"
4705047,4705,"Sunrise","Saskatchewan"
4706820,4704,"Regina Qu’Appelle","Saskatchewan"
4716860,4709,"Prince Albert","Saskatchewan"
4715044,4706,"Saskatoon","Saskatchewan"
4711072,4706,"Saskatoon","Saskatchewan"
4713064,4707,"Heartland","Saskatchewan"
4711042,4704,"Regina Qu’Appelle","Saskatchewan"
4711003,4706,"Saskatoon","Saskatchewan"
4703042,4702,"Five Hills","Saskatchewan"
4704019,4703,"Cypress","Saskatchewan"
4713019,4707,"Heartland","Saskatchewan"
4717034,4710,"Prairie North","Saskatchewan"
4710028,4704,"Regina Qu’Appelle","Saskatchewan"
4706070,4704,"Regina Qu’Appelle","Saskatchewan"
4710828,4706,"Saskatoon","Saskatchewan"
4707029,4702,"Five Hills","Saskatchewan"
4715026,4706,"Saskatoon","Saskatchewan"
4703074,4702,"Five Hills","Saskatchewan"
4716014,4709,"Prince Albert","Saskatchewan"
4712038,4707,"Heartland","Saskatchewan"
4713074,4707,"Heartland","Saskatchewan"
4714044,4708,"Kelsey Trail","Saskatchewan"
4710056,4706,"Saskatoon","Saskatchewan"
4706091,4704,"Regina Qu’Appelle","Saskatchewan"
4714059,4708,"Kelsey Trail","Saskatchewan"
4711021,4707,"Heartland","Saskatchewan"
4717018,4710,"Prairie North","Saskatchewan"
4711046,4706,"Saskatoon","Saskatchewan"
4709039,4705,"Sunrise","Saskatchewan"
4714001,4708,"Kelsey Trail","Saskatchewan"
4715845,4706,"Saskatoon","Saskatchewan"
4707038,4702,"Five Hills","Saskatchewan"
4704011,4703,"Cypress","Saskatchewan"
4704006,4703,"Cypress","Saskatchewan"
4711052,4706,"Saskatoon","Saskatchewan"
4709011,4705,"Sunrise","Saskatchewan"
4702069,4701,"Sun Country","Saskatchewan"
4703029,4702,"Five Hills","Saskatchewan"
4706032,4704,"Regina Qu’Appelle","Saskatchewan"
4709029,4705,"Sunrise","Saskatchewan"
4715079,4709,"Prince Albert","Saskatchewan"
4706023,4704,"Regina Qu’Appelle","Saskatchewan"
4707001,4702,"Five Hills","Saskatchewan"
4717017,4710,"Prairie North","Saskatchewan"
4703038,4702,"Five Hills","Saskatchewan"
4701006,4701,"Sun Country","Saskatchewan"
4718070,4712,"Keewatin Yatthe","Saskatchewan"
4718090,4712,"Keewatin Yatthe","Saskatchewan"
4716077,4709,"Prince Albert","Saskatchewan"
4714043,4708,"Kelsey Trail","Saskatchewan"
4701039,4701,"Sun Country","Saskatchewan"
4706029,4704,"Regina Qu’Appelle","Saskatchewan"
4706033,4704,"Regina Qu’Appelle","Saskatchewan"
4715039,4706,"Saskatoon","Saskatchewan"
4715094,4709,"Prince Albert","Saskatchewan"
4714056,4708,"Kelsey Trail","Saskatchewan"
4714072,4708,"Kelsey Trail","Saskatchewan"
4705018,4701,"Sun Country","Saskatchewan"
4715018,4706,"Saskatoon","Saskatchewan"
4712011,4707,"Heartland","Saskatchewan"
4706021,4702,"Five Hills","Saskatchewan"
4705029,4704,"Regina Qu’Appelle","Saskatchewan"
4711063,4706,"Saskatoon","Saskatchewan"
4706004,4704,"Regina Qu’Appelle","Saskatchewan"
4713041,4707,"Heartland","Saskatchewan"
4710031,4706,"Saskatoon","Saskatchewan"
4705803,4704,"Regina Qu’Appelle","Saskatchewan"
4715064,4709,"Prince Albert","Saskatchewan"
4707039,4702,"Five Hills","Saskatchewan"
4710003,4705,"Sunrise","Saskatchewan"
4718033,4712,"Keewatin Yatthe","Saskatchewan"
4718807,4712,"Keewatin Yatthe","Saskatchewan"
4714842,4708,"Kelsey Trail","Saskatchewan"
4714036,4708,"Kelsey Trail","Saskatchewan"
4708006,4703,"Cypress","Saskatchewan"
4708071,4707,"Heartland","Saskatchewan"
4715067,4709,"Prince Albert","Saskatchewan"
4705073,4705,"Sunrise","Saskatchewan"
4706013,4704,"Regina Qu’Appelle","Saskatchewan"
4707032,4702,"Five Hills","Saskatchewan"
4702044,4701,"Sun Country","Saskatchewan"
4710071,4706,"Saskatoon","Saskatchewan"
4710008,4704,"Regina Qu’Appelle","Saskatchewan"
4715006,4706,"Saskatoon","Saskatchewan"
4717047,4710,"Prairie North","Saskatchewan"
4712833,4710,"Prairie North","Saskatchewan"
4711091,4706,"Saskatoon","Saskatchewan"
4709001,4705,"Sunrise","Saskatchewan"
4705011,4704,"Regina Qu’Appelle","Saskatchewan"
4701016,4701,"Sun Country","Saskatchewan"
4714007,4708,"Kelsey Trail","Saskatchewan"
4702052,4701,"Sun Country","Saskatchewan"
4701022,4701,"Sun Country","Saskatchewan"
4702042,4701,"Sun Country","Saskatchewan"
4709046,4705,"Sunrise","Saskatchewan"
4706063,4704,"Regina Qu’Appelle","Saskatchewan"
4717008,4710,"Prairie North","Saskatchewan"
4717045,4710,"Prairie North","Saskatchewan"
4707036,4702,"Five Hills","Saskatchewan"
4705009,4704,"Regina Qu’Appelle","Saskatchewan"
4703004,4701,"Sun Country","Saskatchewan"
4702051,4701,"Sun Country","Saskatchewan"
4717001,4710,"Prairie North","Saskatchewan"
4718041,4711,"Mamawetan Churchill River","Saskatchewan"
4718832,4711,"Mamawetan Churchill River","Saskatchewan"
4717052,4710,"Prairie North","Saskatchewan"
4705033,4704,"Regina Qu’Appelle","Saskatchewan"
4705034,4704,"Regina Qu’Appelle","Saskatchewan"
4703096,4702,"Five Hills","Saskatchewan"
4709049,4705,"Sunrise","Saskatchewan"
4708031,4703,"Cypress","Saskatchewan"
4716005,4710,"Prairie North","Saskatchewan"
4713031,4707,"Heartland","Saskatchewan"
4710066,4706,"Saskatoon","Saskatchewan"
4716046,4709,"Prince Albert","Saskatchewan"
4702066,4704,"Regina Qu’Appelle","Saskatchewan"
4712069,4707,"Heartland","Saskatchewan"
4712006,4707,"Heartland","Saskatchewan"
4709072,4705,"Sunrise","Saskatchewan"
4712054,4706,"Saskatoon","Saskatchewan"
4702014,4701,"Sun Country","Saskatchewan"
4702033,4701,"Sun Country","Saskatchewan"
4702011,4701,"Sun Country","Saskatchewan"
4705014,4701,"Sun Country","Saskatchewan"
4702001,4701,"Sun Country","Saskatchewan"
4702037,4701,"Sun Country","Saskatchewan"
4711049,4706,"Saskatoon","Saskatchewan"
4708011,4703,"Cypress","Saskatchewan"
4708028,4703,"Cypress","Saskatchewan"
4707067,4707,"Heartland","Saskatchewan"
4704024,4703,"Cypress","Saskatchewan"
4702073,4701,"Sun Country","Saskatchewan"
4714034,4708,"Kelsey Trail","Saskatchewan"
4710826,4706,"Saskatoon","Saskatchewan"
4709044,4705,"Sunrise","Saskatchewan"
4715004,4706,"Saskatoon","Saskatchewan"
4710031,4704,"Regina Qu’Appelle","Saskatchewan"
4715042,4706,"Saskatoon","Saskatchewan"
4716044,4709,"Prince Albert","Saskatchewan"
4702047,4701,"Sun Country","Saskatchewan"
4715007,4706,"Saskatoon","Saskatchewan"
4717062,4710,"Prairie North","Saskatchewan"
4718090,4708,"Kelsey Trail","Saskatchewan"
4718090,4709,"Prince Albert","Saskatchewan"
4709019,4705,"Sunrise","Saskatchewan"
4703048,4702,"Five Hills","Saskatchewan"
4714024,4708,"Kelsey Trail","Saskatchewan"
4714026,4706,"Saskatoon","Saskatchewan"
4712058,4706,"Saskatoon","Saskatchewan"
4710038,4705,"Sunrise","Saskatchewan"
4717066,4710,"Prairie North","Saskatchewan"
4709067,4705,"Sunrise","Saskatchewan"
4714038,4708,"Kelsey Trail","Saskatchewan"
4706053,4704,"Regina Qu’Appelle","Saskatchewan"
4716075,4709,"Prince Albert","Saskatchewan"
4713068,4707,"Heartland","Saskatchewan"
4711068,4706,"Saskatoon","Saskatchewan"
4707054,4702,"Five Hills","Saskatchewan"
4714009,4708,"Kelsey Trail","Saskatchewan"
4707059,4707,"Heartland","Saskatchewan"
4704029,4703,"Cypress","Saskatchewan"
4703064,4702,"Five Hills","Saskatchewan"
4717004,4710,"Prairie North","Saskatchewan"
4713068,4710,"Prairie North","Saskatchewan"
4714076,4708,"Kelsey Trail","Saskatchewan"
4706047,4704,"Regina Qu’Appelle","Saskatchewan"
4711042,4706,"Saskatoon","Saskatchewan"
4706065,4704,"Regina Qu’Appelle","Saskatchewan"
4706030,4704,"Regina Qu’Appelle","Saskatchewan"
4709060,4705,"Sunrise","Saskatchewan"
4709060,4708,"Kelsey Trail","Saskatchewan"
4714006,4708,"Kelsey Trail","Saskatchewan"
4714053,4708,"Kelsey Trail","Saskatchewan"
4711094,4706,"Saskatoon","Saskatchewan"
4716858,4709,"Prince Albert","Saskatchewan"
4716019,4709,"Prince Albert","Saskatchewan"
4715031,4706,"Saskatoon","Saskatchewan"
4711075,4706,"Saskatoon","Saskatchewan"
4712072,4707,"Heartland","Saskatchewan"
4714092,4708,"Kelsey Trail","Saskatchewan"
